title_id	genre
tt0000091	Horror
tt0000091	Short
tt0000272	Comedy
tt0000272	Short
tt0000309	Comedy
tt0000309	Short
tt0000420	Family
tt0000420	Fantasy
tt0000420	Short
tt0000443	Adventure
tt0000443	Drama
tt0000443	Short
tt0000472	Drama
tt0000472	Short
tt0000546	Comedy
tt0000546	Fantasy
tt0000546	Short
tt0000679	Adventure
tt0000679	Fantasy
tt0000816	Drama
tt0000816	Short
tt0000909	Drama
tt0000909	Short
tt0000988	Comedy
tt0000988	Short
tt0001240	Drama
tt0001264	Drama
tt0001264	History
tt0001264	Short
tt0001459	Drama
tt0001459	Romance
tt0001459	Short
tt0001686	Drama
tt0001686	Fantasy
tt0001686	Short
tt0001801	Comedy
tt0001801	Short
tt0001873	Short
tt0001873	Western
tt0001877	Fantasy
tt0001877	Sci-Fi
tt0001877	Short
tt0001928	Drama
tt0001928	Short
tt0001935	Short
tt0001935	Western
tt0001981	Drama
tt0001981	Short
tt0001981	Western
tt0002082	Drama
tt0002082	Short
tt0002113	Adventure
tt0002113	Horror
tt0002113	Sci-Fi
tt0002211	Romance
tt0002371	Adventure
tt0002371	Short
tt0002387	Comedy
tt0002387	Short
tt0002394	Drama
tt0002394	Short
tt0002669	Drama
tt0002669	War
tt0002670	Drama
tt0002670	War
tt0002784	Drama
tt0002784	Romance
tt0002784	Short
tt0002819	Short
tt0002819	Western
tt0003011	Short
tt0003011	Western
tt0003324	Comedy
tt0003324	Drama
tt0003337	Adventure
tt0003351	Drama
tt0003362	Drama
tt0003391	Drama
tt0003391	Romance
tt0003391	Short
tt0003438	Drama
tt0003592	Comedy
tt0003592	Short
tt0003603	Comedy
tt0003603	Crime
tt0003603	Short
tt0003719	Adventure
tt0003719	Romance
tt0003719	Short
tt0003731	Adventure
tt0003731	Drama
tt0003736	Comedy
tt0003854	Adventure
tt0003854	Music
tt0003854	Western
tt0004052	Action
tt0004134	Drama
tt0004134	Fantasy
tt0004179	Drama
tt0004181	Drama
tt0004207	Adventure
tt0004207	Drama
tt0004207	Romance
tt0004229	Biography
tt0004229	Romance
tt0004229	Short
tt0004272	Action
tt0004287	Comedy
tt0004287	Short
tt0004307	Drama
tt0004313	Action
tt0004313	Adventure
tt0004313	Drama
tt0004336	Adventure
tt0004336	Music
tt0004336	Mystery
tt0004451	Drama
tt0004532	Drama
tt0004532	History
tt0004532	Romance
tt0004537	Drama
tt0004537	Fantasy
tt0004586	Drama
tt0004630	Drama
tt0004630	Western
tt0004668	Drama
tt0004668	War
tt0004698	Drama
tt0004745	Comedy
tt0004745	Short
tt0004809	Short
tt0004809	Western
tt0004832	Drama
tt0004832	Romance
tt0004933	Comedy
tt0004933	Drama
tt0004933	Romance
tt0004972	Drama
tt0004972	War
tt0004974	Drama
tt0004974	Sci-Fi
tt0004996	Drama
tt0004996	Romance
tt0005005	Adventure
tt0005005	Mystery
tt0005073	Action
tt0005073	Drama
tt0005073	Romance
tt0005078	Drama
tt0005078	Romance
tt0005149	Drama
tt0005149	History
tt0005149	War
tt0005166	Drama
tt0005193	Drama
tt0005250	Drama
tt0005374	Drama
tt0005427	Comedy
tt0005427	Romance
tt0005496	Documentary
tt0005554	Drama
tt0005575	Drama
tt0005594	Drama
tt0005719	Drama
tt0005719	History
tt0005719	War
tt0005746	Adventure
tt0005746	Drama
tt0005746	Mystery
tt0005754	Mystery
tt0005785	Comedy
tt0005785	Western
tt0005889	Drama
tt0005972	Mystery
tt0005979	Drama
tt0005979	Mystery
tt0005979	Romance
tt0006129	Drama
tt0006129	Romance
tt0006144	Action
tt0006144	Adventure
tt0006144	Comedy
tt0006194	Action
tt0006194	Adventure
tt0006194	Crime
tt0006196	Drama
tt0006206	Action
tt0006206	Adventure
tt0006206	Crime
tt0006252	Comedy
tt0006253	Comedy
tt0006280	Adventure
tt0006317	Drama
tt0006339	Action
tt0006339	Drama
tt0006359	Adventure
tt0006359	Comedy
tt0006359	Romance
tt0006376	Drama
tt0006414	Comedy
tt0006414	Romance
tt0006414	Short
tt0006476	Action
tt0006476	Drama
tt0006476	War
tt0006508	Drama
tt0006548	Comedy
tt0006548	Short
tt0006630	Drama
tt0006637	Drama
tt0006684	Comedy
tt0006684	Short
tt0006689	Comedy
tt0006689	Short
tt0006726	Action
tt0006726	Adventure
tt0006726	Drama
tt0006728	Drama
tt0006728	Romance
tt0006745	Crime
tt0006745	Drama
tt0006745	Romance
tt0006826	Comedy
tt0006826	Drama
tt0006826	Romance
tt0006837	Drama
tt0006864	Drama
tt0006864	History
tt0006866	Drama
tt0006866	Romance
tt0006916	Crime
tt0007024	Drama
tt0007031	Action
tt0007031	Comedy
tt0007031	Romance
tt0007036	Drama
tt0007142	Drama
tt0007201	Adventure
tt0007248	Drama
tt0007257	Action
tt0007257	Comedy
tt0007257	Drama
tt0007264	Comedy
tt0007264	Short
tt0007326	Comedy
tt0007326	Drama
tt0007339	Action
tt0007345	Drama
tt0007402	Comedy
tt0007404	Drama
tt0007408	Comedy
tt0007408	Drama
tt0007412	Drama
tt0007507	Comedy
tt0007507	Romance
tt0007507	Short
tt0007534	Drama
tt0007534	Mystery
tt0007534	Romance
tt0007551	Drama
tt0007598	Action
tt0007602	Comedy
tt0007603	Drama
tt0007617	Fantasy
tt0007667	Comedy
tt0007667	Romance
tt0007698	Biography
tt0007698	Drama
tt0007698	Romance
tt0007737	Comedy
tt0007737	Drama
tt0007787	Comedy
tt0007787	Drama
tt0007817	Comedy
tt0007817	Drama
tt0007834	Romance
tt0007851	Western
tt0007867	Drama
tt0007931	Action
tt0007931	Comedy
tt0007931	Romance
tt0007958	Drama
tt0007969	Drama
tt0007988	Drama
tt0007989	Drama
tt0007992	Drama
tt0008016	Drama
tt0008016	Romance
tt0008028	Action
tt0008028	Crime
tt0008028	Drama
tt0008031	Action
tt0008031	Adventure
tt0008100	Adventure
tt0008100	Fantasy
tt0008100	Sci-Fi
tt0008133	Comedy
tt0008133	Drama
tt0008133	Romance
tt0008142	Drama
tt0008187	Comedy
tt0008187	Drama
tt0008196	Drama
tt0008252	Drama
tt0008252	Horror
tt0008252	Mystery
tt0008259	Drama
tt0008273	Drama
tt0008381	Drama
tt0008381	War
tt0008406	Drama
tt0008413	Comedy
tt0008413	Drama
tt0008429	Crime
tt0008429	Drama
tt0008429	Mystery
tt0008454	Drama
tt0008476	Action
tt0008502	Action
tt0008502	Adventure
tt0008557	Comedy
tt0008557	Drama
tt0008557	Romance
tt0008560	Drama
tt0008596	Drama
tt0008602	Comedy
tt0008602	Drama
tt0008634	Western
tt0008730	Action
tt0008730	Adventure
tt0008730	Crime
tt0008915	Action
tt0008915	Comedy
tt0008915	Romance
tt0008917	Drama
tt0008919	Action
tt0008919	Adventure
tt0008920	Comedy
tt0008920	Drama
tt0008932	Drama
tt0008932	Sport
tt0008971	Drama
tt0008974	Drama
tt0009050	Comedy
tt0009050	Drama
tt0009095	Comedy
tt0009095	Drama
tt0009095	Romance
tt0009146	Comedy
tt0009146	Drama
tt0009146	Romance
tt0009164	Drama
tt0009164	Romance
tt0009165	Comedy
tt0009165	Romance
tt0009202	Drama
tt0009249	Drama
tt0009249	War
tt0009299	Mystery
tt0009301	Western
tt0009325	Action
tt0009325	Adventure
tt0009325	Romance
tt0009369	Comedy
tt0009369	Drama
tt0009407	Drama
tt0009426	Drama
tt0009428	Drama
tt0009452	Drama
tt0009508	Drama
tt0009520	Crime
tt0009520	Drama
tt0009526	Drama
tt0009526	Mystery
tt0009560	Action
tt0009560	Adventure
tt0009576	Comedy
tt0009612	Drama
tt0009612	Romance
tt0009621	Action
tt0009621	Adventure
tt0009621	Romance
tt0009677	Drama
tt0009677	Thriller
tt0009682	Action
tt0009682	Adventure
tt0009708	Comedy
tt0009708	Drama
tt0009708	Mystery
tt0009753	Drama
tt0009760	Comedy
tt0009760	Romance
tt0009792	Drama
tt0009792	Romance
tt0009793	Mystery
tt0009794	Drama
tt0009862	Action
tt0009905	Crime
tt0009905	Thriller
tt0009952	Drama
tt0009952	Romance
tt0009959	Drama
tt0009968	Drama
tt0009968	Romance
tt0009991	Action
tt0009991	Adventure
tt0009991	Crime
tt0010002	Adventure
tt0010002	Comedy
tt0010002	Drama
tt0010015	Comedy
tt0010015	Romance
tt0010032	Adventure
tt0010032	Drama
tt0010040	Comedy
tt0010040	Drama
tt0010042	Comedy
tt0010054	Drama
tt0010074	Drama
tt0010076	Drama
tt0010109	Drama
tt0010211	Comedy
tt0010211	Short
tt0010228	Comedy
tt0010228	Drama
tt0010257	Drama
tt0010257	Romance
tt0010310	Documentary
tt0010310	Sport
tt0010313	Action
tt0010313	Adventure
tt0010313	Comedy
