title_id	name_id	role_
tt0041847	nm0004496	
tt0041847	nm0006428	
tt0041847	nm0002038	
tt0041847	nm0237025	
tt0041847	nm0552552	Smashing The Bookie Gang Marauders
tt0041967	nm0000007	
tt0041967	nm0461594	
tt0041967	nm0549337	
tt0041967	nm0370564	
tt0042200	nm0002149	
tt0042200	nm0444476	
tt0042200	nm0129894	
tt0042200	nm0619798	
tt0042897	nm0000978	
tt0042897	nm0535169	
tt0042897	nm0256305	
tt0042897	nm0000890	
tt0043311	nm0592420	
tt0043311	nm0015023	
tt0043311	nm0677931	
tt0043311	nm0467068	
tt0043505	nm0709790	
tt0043505	nm0518178	
tt0043505	nm0768684	
tt0043505	nm0819477	
tt0043505	nm0858091	Neapolitanische Legende
tt0044630	nm0131713	
tt0044630	nm0631434	
tt0044630	nm0030194	
tt0044630	nm0448004	
tt0044812	nm0002161	
tt0044812	nm0473213	
tt0044812	nm0462364	
tt0044812	nm0543167	
tt0044818	nm0371775	
tt0044818	nm0575756	
tt0044818	nm0840330	
tt0044818	nm0110917	
tt0044818	nm0241416	The Three Musketeers
tt0044859	nm0676492	
tt0044859	nm0001374	
tt0044859	nm0807761	
tt0044859	nm0000974	
tt0045094	nm0001078	
tt0045094	nm0001362	
tt0045094	nm0483787	
tt0045094	nm0904531	
tt0045806	nm0462442	
tt0045806	nm0546444	
tt0045806	nm0857352	
tt0045806	nm0459901	
tt0046399	nm0000978	
tt0046399	nm0002011	
tt0046399	nm0934798	
tt0046399	nm0012204	
tt0046681	nm0895844	
tt0046681	nm0687958	
tt0046681	nm0230736	
tt0046681	nm0235557	
tt0046899	nm0001514	
tt0046899	nm0001333	
tt0046899	nm0719692	
tt0046899	nm0656428	
tt0046899	nm0235160	The Robe
tt0047091	nm0575560	
tt0047091	nm0844141	
tt0047091	nm0538672	
tt0047091	nm0299698	
tt0047162	nm0000072	
tt0047162	nm0004496	
tt0047162	nm0682074	
tt0047162	nm0001656	
tt0047261	nm0469287	
tt0047261	nm0383164	
tt0047261	nm0003585	
tt0047261	nm0926919	
tt0047424	nm0001791	
tt0047424	nm0001463	
tt0047424	nm0706368	
tt0047424	nm0002079	
tt0047507	nm0486742	
tt0047507	nm0219219	
tt0047507	nm0793574	
tt0047507	nm0605794	
tt0047898	nm0000509	
tt0047898	nm0426363	
tt0047898	nm0566815	
tt0047898	nm0455010	
tt0048078	nm0526184	
tt0048078	nm0540416	
tt0048078	nm0175528	
tt0048078	nm0132790	
tt0049372	nm0590055	
tt0049372	nm0662116	
tt0049372	nm0758151	
tt0049372	nm0448903	
tt0049696	nm0001847	
tt0049696	nm0002145	
tt0049696	nm0339452	
tt0049696	nm0886870	
tt0049696	nm0175028	The Most Dangerous Game
tt0049949	nm0000763	
tt0049949	nm0281766	
tt0049949	nm0001695	
tt0049949	nm0003318	
tt0049949	nm0251876	The Bloody Spur
tt0049972	nm0367928	
tt0049972	nm0477553	
tt0049972	nm0945414	
tt0049972	nm0847301	
tt0050762	nm0280749	
tt0050762	nm0594934	
tt0050762	nm0539871	
tt0050762	nm0392340	
tt0050762	nm0397705	We Die Alone
tt0051405	nm0714878	
tt0051405	nm0110231	
tt0051405	nm0617846	
tt0051405	nm0532277	
tt0051405	nm0933645	The Pack
tt0051439	nm0407411	
tt0051439	nm0945354	
tt0051439	nm0944779	
tt0051439	nm0879918	
tt0052296	nm0001260	
tt0052296	nm0003813	
tt0052296	nm0537146	
tt0052296	nm0214529	
tt0052296	nm0718871	A Time To Love And A Time To Die
tt0052327	nm0370144	
tt0052327	nm0768748	
tt0052327	nm0776711	
tt0052327	nm0461594	
tt0052507	nm0749476	
tt0052507	nm0778880	
tt0052507	nm0004931	
tt0052507	nm0293659	
tt0052507	nm0002143	
tt0052507	nm0002016	
tt0052507	nm0856533	
tt0052507	nm0124889	
tt0052507	nm0175788	
tt0052958	nm0395240	
tt0052958	nm0387207	
tt0052958	nm0111003	
tt0052958	nm0816332	
tt0053714	nm0217523	
tt0053714	nm5658547	
tt0053714	nm2638240	
tt0053714	nm0223331	
tt0053936	nm0000009	
tt0053936	nm0752813	
tt0053936	nm0405054	
tt0053936	nm0000822	
tt0054197	nm0001805	
tt0054197	nm0000063	
tt0054197	nm0000865	
tt0054197	nm0000364	
tt0054693	nm0641729	
tt0054693	nm0929057	
tt0054693	nm0321143	
tt0054693	nm0898643	
tt0055408	nm0763803	
tt0055408	nm0892816	
tt0055408	nm0245065	
tt0055408	nm0272979	
tt0055934	nm0582890	
tt0055934	nm0767414	
tt0055934	nm0216177	
tt0055934	nm0300354	
tt0056193	nm0000051	
tt0056193	nm0001859	
tt0056193	nm0528987	
tt0056193	nm0168324	
tt0056732	nm0683831	
tt0056732	nm0025954	
tt0056732	nm0708048	
tt0056732	nm0062593	
tt0057128	nm0001637	
tt0057128	nm0656428	
tt0057128	nm0001033	
tt0057128	nm0561702	
tt0057128	nm0522454	The Case Of Charles Dexter Ward
tt0057543	nm0001792	
tt0057543	nm0000404	
tt0057543	nm0731772	
tt0057543	nm0191685	
tt0057682	nm0001509	
tt0057682	nm0000548	
tt0057682	nm0000842	
tt0057682	nm0001762	
tt0058099	nm0048468	
tt0058099	nm0111623	
tt0058099	nm0372242	
tt0058099	nm0000080	
tt0058099	nm0161476	The Second World War
tt0058144	nm0551458	
tt0058144	nm0398466	
tt0058144	nm0176879	
tt0058144	nm0446059	
tt0058150	nm0000125	
tt0058150	nm0002085	
tt0058150	nm0000303	
tt0058150	nm0247881	
tt0058154	nm0000348	
tt0058154	nm0001666	
tt0058154	nm0004769	
tt0058154	nm0055645	
tt0058167	nm0000314	
tt0058167	nm0647010	
tt0058167	nm0000621	
tt0058167	nm0581005	
tt0058167	nm0853083	The Travels Of Jamie Mcpheeters
tt0059652	nm0774124	
tt0059971	nm0706505	
tt0059971	nm0332587	
tt0059971	nm0142650	
tt0059971	nm0886657	
tt0059971	nm0679538	
tt0059971	nm0135044	
tt0059971	nm0676729	
tt0059971	nm0290955	
tt0060302	nm0103722	
tt0060302	nm0636065	
tt0060302	nm0581282	
tt0060302	nm0906147	
tt0060710	nm0091046	
tt0061156	nm0156453	
tt0061156	nm0523704	
tt0061156	nm1982676	
tt0061320	nm0002231	
tt0061320	nm0660327	
tt0061320	nm0275213	
tt0061320	nm0637713	
tt0061913	nm0294401	
tt0061960	nm0001539	
tt0061960	nm0207219	
tt0061960	nm0019704	
tt0061960	nm0063101	
tt0061960	nm0002021	Pretty Polly Barlow
tt0061985	nm0953843	
tt0061985	nm0877010	
tt0061985	nm0843859	
tt0061985	nm0158592	
tt0062574	nm0536781	
tt0062574	nm0694619	
tt0062574	nm0528595	
tt0062574	nm0587256	
tt0062574	nm0001121	
tt0062574	nm0001658	
tt0062574	nm0001072	
tt0062574	nm0373314	
tt0062574	nm0364915	
tt0062574	nm0487108	
tt0062706	nm0758066	
tt0062706	nm0420986	
tt0062706	nm0554726	
tt0062706	nm0892891	
tt0062958	nm0458088	
tt0062958	nm0259624	
tt0062958	nm0387071	
tt0062958	nm0515554	
tt0062958	nm0165987	Fanny Hill Or
tt0062958	nm0165987	Memoirs Of A Woman Of Pleasure
tt0063578	nm0174455	
tt0063578	nm0236647	
tt0063578	nm0819197	
tt0063578	nm0081495	
tt0063895	nm0584194	
tt0063895	nm0262554	
tt0063895	nm0624061	
tt0063895	nm0203721	
tt0063895	nm0493607	
tt0063895	nm0191245	
tt0063895	nm0163919	
tt0063895	nm0789864	
tt0063895	nm0528718	
tt0064294	nm0300064	
tt0064294	nm0015008	
tt0064294	nm0053580	
tt0064294	nm0053607	
tt0064342	nm0378404	
tt0064342	nm0051464	
tt0064342	nm1534738	
tt0064342	nm1534883	
tt0064342	nm1714010	
tt0064342	nm0206160	
tt0064588	nm0518579	
tt0064588	nm0778016	
tt0064588	nm0769440	
tt0064588	nm0812101	
tt0064719	nm0116532	
tt0064719	nm0302080	
tt0064719	nm0892826	
tt0064719	nm0755364	
tt0065052	nm0816332	
tt0065052	nm0111003	
tt0065052	nm0508925	
tt0065052	nm0092008	
tt0065184	nm0001811	
tt0065184	nm0863016	
tt0065184	nm0005565	
tt0065184	nm0040014	
tt0065184	nm0499871	Viva Max
tt0066064	nm0001417	
tt0066064	nm0340926	
tt0066064	nm0376915	
tt0066064	nm0914673	
tt0066808	nm0000095	
tt0066808	nm0489837	
tt0066808	nm0598823	
tt0066808	nm0007707	
tt0067189	nm0000356	
tt0067229	nm0080275	
tt0067229	nm0939123	
tt0067229	nm0298329	
tt0067229	nm0666216	
tt0067411	nm0000886	
tt0067411	nm0001046	
tt0067411	nm0041281	
tt0067411	nm0001137	
tt0067411	nm0622547	Mccabe
tt0067896	nm0417797	
tt0067896	nm0001012	
tt0067896	nm0865575	
tt0067896	nm0681566	
tt0068003	nm1036654	
tt0068003	nm0862479	
tt0068003	nm0583955	
tt0068003	nm1083237	
tt0068268	nm0824377	
tt0068268	nm0389378	
tt0068268	nm0293050	
tt0068268	nm0216158	
tt0068323	nm0001627	
tt0068323	nm0000896	
tt0068323	nm0002039	
tt0068323	nm0593192	
tt0068361	nm0721073	
tt0068361	nm0786891	
tt0068361	nm0291289	
tt0068361	nm0644680	
tt0068415	nm0000945	
tt0068415	nm0445657	
tt0068415	nm0160532	
tt0068415	nm0892891	
tt0069114	nm0813633	
tt0069114	nm0257563	
tt0069114	nm0436444	
tt0069114	nm0668037	
tt0070091	nm0830967	
tt0070091	nm0298333	
tt0070091	nm0526008	
tt0070091	nm0834754	
tt0071149	nm0001777	
tt0071149	nm0848560	
tt0071149	nm0440090	
tt0071149	nm0649178	
tt0071559	nm0699659	
tt0071559	nm0054572	
tt0071559	nm0627141	
tt0071559	nm0669813	
tt0072288	nm0000142	
tt0072288	nm0000313	
tt0072288	nm0001421	
tt0072288	nm0507212	
tt0072752	nm0485562	
tt0072752	nm0401842	
tt0072752	nm0443529	
tt0072752	nm0070718	
tt0073569	nm0004435	
tt0073569	nm0004434	
tt0073569	nm0612614	
tt0073569	nm0451396	
tt0073840	nm0001933	
tt0073840	nm0129492	
tt0073840	nm0287687	
tt0073840	nm0323974	
tt0074739	nm1290255	
tt0074739	nm0049853	
tt0074739	nm0744876	
tt0074739	nm0725146	
tt0075730	nm0307592	
tt0075730	nm0953168	
tt0075730	nm0667047	
tt0075730	nm0229415	
tt0075923	nm0001262	
tt0075923	nm0107281	
tt0075923	nm0000913	
tt0075923	nm0450130	
tt0075923	nm0860775	Richie
tt0075932	nm0001376	
tt0075932	nm0070987	
tt0075932	nm0320379	
tt0075932	nm0246947	
tt0075932	nm0481939	La Dentellière
tt0076141	nm0000316	
tt0076141	nm0001404	
tt0076141	nm0001458	
tt0076141	nm0466327	
tt0076406	nm0105475	
tt0076406	nm0000882	
tt0076406	nm0714376	
tt0076406	nm0000809	
tt0077372	nm0000434	
tt0077372	nm0001633	
tt0077372	nm0733929	
tt0077372	nm0117252	
tt0077617	nm0000044	
tt0077617	nm0913738	
tt0077617	nm0326091	
tt0077617	nm0001743	
tt0077617	nm0285588	Incident At Muc Wa
tt0078269	nm0001285	
tt0078269	nm0001626	
tt0078269	nm0948772	
tt0078269	nm0518548	
tt0078269	nm0090854	Think Of A Number
tt0078388	nm0223157	
tt0078388	nm0000638	
tt0078388	nm0601210	
tt0078388	nm0580494	
tt0079055	nm5059909	
tt0079055	nm0438233	
tt0080058	nm0001423	
tt0080058	nm0166452	
tt0080058	nm0542853	
tt0080058	nm0711501	
tt0080065	nm0828650	
tt0080065	nm0179786	
tt0080065	nm0933232	
tt0080065	nm0193395	
tt0080274	nm0847291	
tt0080274	nm0000328	
tt0080274	nm0001536	
tt0080274	nm0793577	
tt0080274	nm0756998	
tt0080274	nm0045996	
tt0080274	nm0858669	
tt0080274	nm0722636	
tt0080274	nm0792996	
tt0080274	nm0576365	
tt0080556	nm0000377	
tt0080556	nm0001388	
tt0080556	nm0001665	
tt0080556	nm0910737	
tt0080744	nm0065183	
tt0080744	nm0101427	
tt0080744	nm0003318	
tt0080744	nm0000392	
tt0080868	nm0001001	
tt0080868	nm0251708	
tt0080868	nm0897160	
tt0080868	nm0341055	
tt0080932	nm0911093	
tt0080932	nm0530856	
tt0080932	nm0151787	
tt0081386	nm1517325	
tt0081506	nm0423663	
tt0081506	nm0559607	
tt0081506	nm0645011	
tt0081506	nm0633028	
tt0081530	nm0654373	
tt0081530	nm0141200	
tt0081530	nm0192708	
tt0081530	nm0696902	
tt0081539	nm0787931	
tt0081539	nm0508362	
tt0081539	nm0473314	
tt0081539	nm0516327	
tt0081539	nm0778933	
tt0082111	nm0000493	
tt0082111	nm0000527	
tt0082111	nm0696038	
tt0082111	nm0001428	
tt0082779	nm0084642	
tt0082779	nm0001153	
tt0082779	nm0000014	
tt0082779	nm0371040	
tt0082910	nm0642078	
tt0082910	nm0544750	
tt0082910	nm0000448	
tt0082910	nm0004967	
tt0083099	nm0641939	
tt0083099	nm0912001	
tt0083099	nm0577423	
tt0083099	nm0001423	
tt0084494	nm0000012	
tt0084494	nm0298323	
tt0084494	nm0447782	
tt0084494	nm0372493	
tt0084616	nm0785203	
tt0084616	nm0176668	
tt0084616	nm0191504	
tt0084616	nm0596170	
tt0084854	nm0001428	
tt0084854	nm0001657	
tt0084854	nm0932116	
tt0084854	nm0587234	
tt0084987	nm0639974	
tt0084987	nm0170559	
tt0084987	nm0829494	
tt0084987	nm0329567	
tt0084987	nm0745869	
tt0084987	nm0723793	
tt0084987	nm0935047	
tt0084987	nm0666753	
tt0084987	nm0850635	
tt0085333	nm0330360	
tt0085333	nm0007082	
tt0085333	nm0000575	
tt0085333	nm0698764	
tt0086263	nm0751747	
tt0086263	nm0330461	
tt0086263	nm0778478	
tt0086263	nm13470891	
tt0086646	nm0401207	
tt0086646	nm0538353	
tt0086646	nm0151827	
tt0086646	nm0475602	
tt0087050	nm0005022	
tt0087050	nm0000157	
tt0087050	nm0035866	
tt0087050	nm0291463	
tt0088195	nm0502425	
tt0088195	nm0000871	
tt0088195	nm0001535	
tt0088195	nm0644418	
tt0088912	nm0065235	
tt0088912	nm0833152	
tt0088912	nm0425610	
tt0088912	nm0642143	
tt0088950	nm0540885	
tt0089274	nm0396884	
tt0089274	nm0629570	
tt0089274	nm0898782	
tt0089274	nm0926612	
tt0089365	nm0001626	
tt0089365	nm0001749	
tt0089365	nm0813961	
tt0089365	nm0337582	
tt0089365	nm0597175	A Testör
tt0089748	nm0195617	
tt0089748	nm0543547	
tt0089748	nm0438905	
tt0089748	nm0618768	
tt0089751	nm0040910	
tt0089751	nm0047962	
tt0089751	nm0386294	
tt0089751	nm0793726	
tt0090333	nm0004149	
tt0090333	nm0677437	
tt0090333	nm0160630	
tt0090333	nm0830712	
tt0090633	nm0001123	
tt0090633	nm0001626	
tt0090633	nm0948361	
tt0090633	nm0675490	
tt0090644	nm0748289	
tt0090644	nm0503627	
tt0090644	nm0667007	
tt0090644	nm0431369	
tt0092216	nm0781899	
tt0092216	nm0001157	
tt0092216	nm0348747	
tt0092216	nm0849672	
tt0092216	nm0295134	Willy Milly
tt0092907	nm0723172	
tt0092907	nm0457327	
tt0092907	nm0490287	
tt0092907	nm0655943	
tt0093093	nm0940946	
tt0093093	nm0000518	
tt0093093	nm0000261	
tt0093093	nm0622553	
tt0093278	nm0000886	
tt0093278	nm0000163	
tt0093278	nm0000254	
tt0093278	nm0001301	
tt0093771	nm0000620	
tt0093771	nm0001364	
tt0093771	nm0000869	
tt0093771	nm0205423	
tt0094525	nm0428450	
tt0094525	nm0837064	
tt0094525	nm0292140	
tt0094525	nm0413946	
tt0094525	nm0602954	
tt0094525	nm0947379	
tt0094525	nm0910738	
tt0094525	nm0064826	
tt0094525	nm0514561	
tt0094525	nm0542410	
tt0094599	nm0729473	
tt0094599	nm0001902	
tt0094599	nm0000283	
tt0094599	nm0175528	
tt0094701	nm0748075	
tt0094701	nm0007940	
tt0094701	nm0528433	
tt0094701	nm0131541	
tt0094737	nm0000158	
tt0094737	nm0001610	
tt0094737	nm0005162	
tt0094737	nm0001334	
tt0094819	nm0002015	
tt0094819	nm0910278	
tt0094819	nm0482987	
tt0094819	nm0493027	
tt0095140	nm0440142	
tt0095140	nm0566580	
tt0095140	nm2475128	
tt0095140	nm0261724	
tt0095140	nm0183881	
tt0095140	nm0378008	
tt0095162	nm0150874	
tt0095162	nm0151080	
tt0095162	nm0155587	
tt0095162	nm0159030	
tt0095825	nm0368745	
tt0095825	nm0915764	
tt0095825	nm0308161	
tt0095825	nm0085598	
tt0096209	nm0342156	
tt0096209	nm0000733	
tt0096209	nm0218843	
tt0096209	nm0745947	
tt0096889	nm0001233	
tt0096889	nm0715689	
tt0096889	nm0716516	
tt0096889	nm0001063	
tt0097332	nm0001242	
tt0097332	nm0000106	
tt0097332	nm0557956	
tt0097332	nm0042438	
tt0097372	nm0175616	
tt0097372	nm0522554	
tt0097372	nm0560325	
tt0097372	nm0777749	
tt0097372	nm0148646	
tt0097372	nm0172531	
tt0097967	nm0000664	
tt0097967	nm0000553	
tt0097967	nm0000284	
tt0097967	nm0000166	
tt0098546	nm0946148	
tt0098546	nm0414130	
tt0098546	nm0002994	
tt0098546	nm0724245	
tt0098546	nm1411461	Conan The Librarian
tt0098803	nm0814358	
tt0098803	nm0191490	
tt0098803	nm0551049	
tt0098803	nm0277535	
tt0098803	nm0164647	
tt0098803	nm0640352	
tt0098803	nm0397398	
tt0098803	nm0118053	
tt0098803	nm0780149	
tt0098803	nm0621031	
tt0099326	nm0706883	
tt0099326	nm0934113	
tt0099326	nm0039084	
tt0099326	nm0640539	
tt0099818	nm0529543	
tt0099818	nm0164891	
tt0099818	nm0171829	
tt0099818	nm0100928	
tt0100024	nm0824102	
tt0100024	nm0000980	
tt0100024	nm0804218	
tt0100024	nm0001363	
tt0100234	nm0957831	
tt0100234	nm0754969	
tt0100234	nm0538532	
tt0100234	nm0013842	
tt0100234	nm0013844	
tt0100234	nm0013845	
tt0100234	nm0013843	
tt0100300	nm0338715	
tt0100300	nm0312575	
tt0100300	nm0005444	
tt0100300	nm0000308	
tt0101356	nm0001640	
tt0101356	nm0000698	
tt0101356	nm0001689	
tt0101356	nm0002332	
tt0101694	nm0000443	
tt0101694	nm0001334	
tt0101694	nm0714817	
tt0101694	nm0440833	
tt0101745	nm0000150	
tt0101745	nm0000689	
tt0101745	nm0400464	
tt0101745	nm0000437	
tt0101745	nm0795743	What?...Dead Again?
tt0101797	nm0000397	
tt0101797	nm0001694	
tt0101797	nm0716295	
tt0101797	nm0908358	
