title_id	name_id
tt0004287	nm0502090
tt0004307	nm0098376
tt0004307	nm0518711
tt0005005	nm0192062
tt0005005	nm0396416
tt0006548	nm0117018
tt0006548	nm0000122
tt0006548	nm1176713
tt0007858	nm0500743
tt0010108	nm0000428
tt0010946	nm0294276
tt0011231	nm0094900
tt0011231	nm0950150
tt0012432	nm0102167
tt0012432	nm0399203
tt0012466	nm0054045
tt0012468	nm0340599
tt0012468	nm0402559
tt0012468	nm0784407
tt0012468	nm0832974
tt0012734	nm0401429
tt0012734	nm0722425
tt0016615	nm0394524
tt0016615	nm0332531
tt0016615	nm0160325
tt0017242	nm0063492
tt0017242	nm0306731
tt0017242	nm0357929
tt0018520	nm0307321
tt0018811	nm0400912
tt0018994	nm0927468
tt0019773	nm0218626
tt0019773	nm0499628
tt0019773	nm0711657
tt0019773	nm0807667
tt0019773	nm0811033
tt0020768	nm0504443
tt0020768	nm0896826
tt0020768	nm0651000
tt0020768	nm0129721
tt0020768	nm0385012
tt0021137	nm0446403
tt0021137	nm0542534
tt0021137	nm0228706
tt0021778	nm0746168
tt0021778	nm0001076
tt0022353	nm0629580
tt0022353	nm0662016
tt0022353	nm0171874
tt0022353	nm0298832
tt0022816	nm0058939
tt0022816	nm0093397
tt0023071	nm0235590
tt0023209	nm0919380
tt0023209	nm0828574
tt0023209	nm0919543
tt0023685	nm0536941
tt0023685	nm0801737
tt0024061	nm0105734
tt0024061	nm0530731
tt0024061	nm0773309
tt0024099	nm0212448
tt0024099	nm1577520
tt0024099	nm0857004
tt0024613	nm0173416
tt0024613	nm0362041
tt0024674	nm0340719
tt0024674	nm0192325
tt0025336	nm0436431
tt0025336	nm0579951
tt0025336	nm0879802
tt0026005	nm0405081
tt0026005	nm0820700
tt0027155	nm0147800
tt0027155	nm0828436
tt0027171	nm0359105
tt0027171	nm0826452
tt0027171	nm0463430
tt0027171	nm0583335
tt0028071	nm0832681
tt0028071	nm0779631
tt0028071	nm0504086
tt0028071	nm0213093
tt0028071	nm0426601
tt0028071	nm0531878
tt0028352	nm0896542
tt0028352	nm0384227
tt0028352	nm0828574
tt0028352	nm0916324
tt0028359	nm0736752
tt0028359	nm0206802
tt0028359	nm0629862
tt0029036	nm0083125
tt0029036	nm0576867
tt0029039	nm0564610
tt0029039	nm0396754
tt0029870	nm0923333
tt0029870	nm0240417
tt0029870	nm0114602
tt0029870	nm0372942
tt0029870	nm0531269
tt0030051	nm0617202
tt0030484	nm0313884
tt0030484	nm0340719
tt0030727	nm0471341
tt0030727	nm0500284
tt0030727	nm0258493
tt0030727	nm0448981
tt0030727	nm0564610
tt0030884	nm0218626
tt0030884	nm0623862
tt0031973	nm0242897
tt0031973	nm0430756
tt0031973	nm0518979
tt0031973	nm0375500
tt0031973	nm0089637
tt0031973	nm0237033
tt0031973	nm0664251
tt0032187	nm0734150
tt0032187	nm0910067
tt0032256	nm0002021
tt0032256	nm0760488
tt0033231	nm0641045
tt0033231	nm0491504
tt0033238	nm0067103
tt0033238	nm0254690
tt0033238	nm0296207
tt0033238	nm0792845
tt0033435	nm0416861
tt0033835	nm0020571
tt0033987	nm0744035
tt0033987	nm0907003
tt0033987	nm0531335
tt0033987	nm0789758
tt0034076	nm0343823
tt0034076	nm0826452
tt0034093	nm0893712
tt0034093	nm0699535
tt0034093	nm0147158
tt0034093	nm0816458
tt0034093	nm4942809
tt0034753	nm0363519
tt0034883	nm0448839
tt0034883	nm0644114
tt0036108	nm0018136
tt0036108	nm0207968
tt0036108	nm0538032
tt0036625	nm0513529
tt0036625	nm0307222
tt0036625	nm0750822
tt0036625	nm0075344
tt0036952	nm0820713
tt0036952	nm0462321
tt0037232	nm0759232
tt0037232	nm0000636
tt0037690	nm0448839
tt0037690	nm0548993
tt0037690	nm0035158
tt0037701	nm0107130
tt0037701	nm0041141
tt0037771	nm0367060
tt0037771	nm0335471
tt0037771	nm0394774
tt0037771	nm0012148
tt0038127	nm0030019
tt0039472	nm0437720
tt0039472	nm0062139
tt0040731	nm0120762
tt0040731	nm0386973
tt0040876	nm0241416
tt0040876	nm0034124
tt0040920	nm0788356
tt0040920	nm0367556
tt0041200	nm0307448
tt0041200	nm0320529
tt0041200	nm0537985
tt0041200	nm0545527
tt0041200	nm0598102
tt0041200	nm0826642
tt0041270	nm0302143
tt0041270	nm0314957
tt0041448	nm0119378
tt0041474	nm0877720
tt0041716	nm0337582
tt0041716	nm0173679
tt0041716	nm0730385
tt0041847	nm0552552
tt0041847	nm0773660
tt0041967	nm0279795
tt0041967	nm0232527
tt0041967	nm0401738
tt0041967	nm0589616
tt0042200	nm0791084
tt0042200	nm0276252
tt0042200	nm0276227
tt0042897	nm0359034
tt0042897	nm0627087
tt0042897	nm0874308
tt0043311	nm0361561
tt0043311	nm0558164
tt0043505	nm0858091
tt0043505	nm0313124
tt0043505	nm0539360
tt0043505	nm0658575
tt0043505	nm0682592
tt0043505	nm0814958
tt0044630	nm0880489
tt0044812	nm2080262
tt0044812	nm0477702
tt0044812	nm0666710
tt0044812	nm0777886
tt0044812	nm0911156
tt0044818	nm0241416
tt0044818	nm0689565
tt0044818	nm0936254
tt0044859	nm0487226
tt0044859	nm0068563
tt0045040	nm0398681
tt0045040	nm1785781
tt0045040	nm0954724
tt0045094	nm0124918
tt0045094	nm0437900
tt0045094	nm0607561
tt0045094	nm0876223
tt0045806	nm0250797
tt0045806	nm0343275
tt0045806	nm0432807
tt0046399	nm0736276
tt0046399	nm0718101
tt0046681	nm0158021
tt0046681	nm0220383
tt0046681	nm0322178
tt0046899	nm0242897
tt0046899	nm0235160
tt0047091	nm0881775
tt0047162	nm0258493
tt0047162	nm0258525
tt0047162	nm0112218
tt0047162	nm0280234
tt0047261	nm0281556
tt0047424	nm0091213
tt0047424	nm0569423
tt0047507	nm0928611
tt0047898	nm0000248
tt0047898	nm0329966
tt0048078	nm0132790
tt0049372	nm0932477
tt0049696	nm0099592
