title_id	ordering	attribute
tt0101728	5	alternative transliteration
tt0101846	5	transliterated title
tt0101929	3	reissue title
tt0102071	5	complete title
tt0102371	9	new title
tt0102573	6	transliterated title
tt0102623	2	short title
tt0102690	18	video box title
tt0102693	6	literal title
tt0102728	24	DVD box title
tt0102793	11	video box title
tt0102824	4	complete title
tt0102829	4	transliterated title
tt0102834	5	alternative transliteration
tt0102846	2	informal English title
tt0102900	30	transliterated title
tt0103036	17	video box title
tt0103159	3	transliterated title
tt0103193	1	dubbed version
tt0103228	3	informal literal title
tt0103239	14	video box title
tt0103268	13	video box title
tt0103299	4	alternative spelling
tt0103357	7	fifth season title
tt0103428	18	dubbed version
tt0103586	2	informal title
tt0103644	44	transliterated title
tt0103768	12	long title
tt0103859	24	original subtitled version
tt0103924	3	new title
tt0103956	6	video box title
tt0103973	8	video box title
tt0104132	13	transliterated title
tt0104279	7	review title
tt0104311	2	video box title
tt0104431	16	literal English title
tt0104438	13	informal literal title
tt0104530	10	video box title
tt0104748	1	video box title
tt0104823	10	DVD box title
tt0104894	10	alternative transliteration
tt0105103	4	video box title
tt0105347	13	informal title
tt0105477	37	transliterated title
tt0105552	3	alternative transliteration
tt0105573	1	DVD box title
tt0105600	12	series title
tt0105613	3	promotional title
tt0105655	12	new title
tt0105693	3	cable TV title
tt0105713	6	alternative spelling
tt0105727	3	new title
tt0105877	3	new title
tt0105880	11	original subtitled version
tt0106080	51	transliterated title
tt0106174	4	video box title
tt0106309	32	transliterated title
tt0106352	2	original subtitled version
tt0106376	7	literal title
tt0106395	14	cable TV title
tt0106475	7	video box title
tt0106636	8	video box title
tt0106673	27	transliterated title
tt0106706	12	literal English title
tt0106716	3	literal English title
tt0106922	7	transliterated title
tt0107182	9	cable TV title
tt0107290	17	new title
tt0107305	1	complete title
tt0107413	20	dubbed version
tt0107788	5	review title
tt0107808	37	transliterated title
tt0107867	1	alternative transliteration
tt0107969	1	transliterated title
tt0108056	1	transliterated title
tt0108148	10	correct transliteration
tt0108263	17	literal title
tt0108263	21	literal title
tt0108263	41	literal title
tt0108281	1	new title
tt0108630	10	alternative transliteration
tt0108778	35	bootleg title
tt0108842	2	short version
tt0108855	4	transliterated title
tt0108866	1	second season title
tt0109021	4	alternative spelling
tt0109112	4	literal English title
tt0109261	9	new title
tt0109271	13	dubbed version
tt0109305	2	transliterated title
tt0109335	7	anthology series
tt0109376	14	cable TV title
tt0109382	16	original subtitled version
tt0109415	26	alternative spelling
tt0109504	16	video box title
tt0109544	3	rerun title
tt0109547	9	literal English title
tt0109581	4	cable TV title
tt0109809	10	long title
tt0109836	3	transliterated title
tt0110076	11	alternative spelling
tt0110169	1	poster title
tt0110474	6	cable TV title
tt0110475	23	transliterated title
tt0110632	55	video box title
tt0110715	14	TV listings title
tt0110950	4	transliterated title
tt0110955	11	transliterated title
tt0111108	3	transliterated title
tt0111142	6	dubbed version
tt0111172	5	new title
tt0111464	6	new title
tt0111515	1	long title
tt0111527	1	literal English title
tt0111663	5	long title
tt0111762	4	alternative transliteration
tt0111946	11	transliterated title
tt0112197	22	complete title
tt0112197	29	video box title
tt0112360	4	video box title
tt0112384	40	transliterated title
tt0112389	22	restored version
tt0112462	57	video box title
tt0112553	12	dubbed version
tt0112757	12	cable TV title
tt0112795	1	complete title
tt0112851	34	video box title
tt0112896	36	transliterated title
tt0113359	11	DVD box title
tt0113449	16	video box title
tt0113667	3	cable TV title
tt0113807	2	alternative transliteration
tt0113824	15	literal title
tt0113942	3	literal title
tt0114011	19	transliterated title
tt0114308	8	3-D version
tt0114371	19	video box title
tt0114373	1	transliterated title
tt0114382	12	video box title
tt0114437	17	new title
tt0114464	7	video box title
tt0114548	6	dubbed version
tt0114564	10	cable TV title
tt0114638	4	transliterated title
tt0114660	29	transliterated title
tt0114691	17	video box title
tt0114720	31	video box title
tt0114746	8	alternative spelling
tt0114766	5	informal literal title
tt0114821	6	cable TV title
tt0114852	3	complete title
tt0114928	14	DVD box title
tt0114998	1	literal English title
tt0115086	19	dubbed version
tt0115099	5	literal title
tt0115257	1	second season title
tt0115535	9	complete title
tt0115618	10	DVD box title
tt0115750	4	cable TV title
tt0115813	22	segment title
tt0115892	1	transliterated title
tt0115909	8	informal literal title
tt0115963	47	transliterated title
tt0115986	3	video box title
tt0115987	4	dubbed version
tt0116126	31	long title
tt0116456	11	literal title
tt0116540	3	series title
tt0116552	13	video box title
tt0116577	4	alternative spelling
tt0116619	17	DVD box title
tt0116995	7	new title
tt0117112	8	cable TV title
tt0117119	10	transliterated title
tt0117214	19	literal English title
tt0117247	10	dubbed version
tt0117262	2	alternative spelling
tt0117287	3	alternative spelling
tt0117556	9	video box title
tt0117794	13	video box title
tt0117821	4	alternative spelling
tt0117883	35	video box title
tt0117927	13	alternative spelling
tt0117951	50	video box title
tt0118098	2	informal title
tt0118138	2	literal English title
tt0118165	5	series title
tt0118179	3	informal literal title
tt0118273	5	alternative spelling
tt0118372	6	alternative spelling
tt0118437	12	dubbed version
tt0118437	39	transliterated title
tt0118526	23	TV listings title
tt0118742	20	dubbed version
tt0118749	47	complete title
tt0118755	4	transliterated title
tt0118770	7	DVD box title
tt0118880	18	informal alternative title
tt0118912	19	theatrical title
tt0119092	18	promotional title
tt0119345	23	transliterated title
tt0119556	2	video box title
tt0119566	5	transliterated title
tt0119633	2	cable TV title
tt0119723	5	alternative spelling
tt0119851	8	DVD box title
tt0119883	12	dubbed version
tt0119984	7	complete title
tt0119990	2	long title
tt0120032	20	transliterated title
tt0120091	5	dubbed version
tt0120102	41	original subtitled version
tt0120122	7	transliterated title
tt0120338	17	3-D version
tt0120338	52	3-D version
tt0120347	37	reissue title
tt0120399	23	transliterated title
tt0120404	24	DVD box title
tt0120461	18	video box title
tt0120461	47	transliterated title
tt0120794	8	transliterated title
tt0120804	40	informal English title
tt0120813	11	DVD menu title
tt0120834	10	transliterated title
tt0120907	31	alternative spelling
tt0120910	21	alternative spelling
tt0121259	5	literal English title
tt0121506	8	original subtitled version
tt0121765	10	video box title
tt0121770	7	series title
tt0122150	1	short version
tt0122241	4	alternative spelling
tt0122318	3	literal title
tt0122330	2	informal English title
tt0122354	6	complete title
tt0122365	20	literal English title
tt0122499	1	transliterated title
tt0122613	3	transliterated title
tt0122654	2	16mm release title
tt0122886	2	reissue title
tt0123309	4	literal English title
tt0123553	3	video box title
tt0123574	2	bowdlerized title
tt0123652	4	bootleg title
tt0123835	3	informal title
tt0123976	9	literal title
tt0124111	8	transliterated title
tt0124427	3	informal literal title
tt0124443	4	DVD box title
tt0124735	4	dubbed version
tt0125015	5	video box title
tt0125135	1	alternative spelling
tt0125246	2	video box title
tt0125301	20	literal title
tt0125301	7	literal title
tt0125494	6	video box title
tt0125702	5	poster title
tt0125840	2	promotional title
tt0125925	1	pre-release title
tt0126158	14	dubbed version
tt0126257	2	alternative transliteration
tt0126257	4	literal English title
tt0126285	5	first part title
tt0126503	3	transliterated title
tt0126564	5	DVD box title
tt0126657	10	DVD box title
tt0126743	2	complete title
tt0126886	4	original subtitled version
tt0126985	55	literal title
tt0126993	14	transliterated title
tt0127129	10	DVD box title
tt0127257	8	transliterated title
tt0127276	14	dubbed version
tt0127281	5	transliterated title
tt0127801	11	poster title
tt0127862	2	poster title
tt0128324	9	TV listings title
tt0128525	1	DVD box title
tt0128540	3	bowdlerized title
tt0128589	2	bowdlerized title
tt0128771	1	cable TV title
tt0128853	38	video box title
tt0129029	8	alternative transliteration
tt0129033	3	review title
tt0129205	1	cable TV title
tt0129219	1	new title
tt0129219	6	new title
tt0129294	3	informal English title
tt0129330	3	review title
tt0129338	3	informal alternative title
tt0129360	1	cable TV title
tt0129546	1	transliterated title
tt0129597	6	alternative spelling
tt0129696	1	video box title
tt0129711	10	informal literal title
tt0129882	7	informal title
tt0129943	4	IMAX version
tt0130121	31	poster title
tt0130223	3	transliterated title
tt0130312	2	YIVO translation
tt0130359	4	literal title
tt0130413	10	transliterated title
tt0130633	1	video box title
tt0130680	2	transliterated title
tt0130752	7	IMAX version
tt0130764	1	reissue title
tt0131039	1	new title
tt0131190	6	transliterated title
tt0131269	4	alternative spelling
tt0131324	3	series title
tt0131500	11	racier version
tt0131606	1	transliterated title
tt0131802	3	pre-release title
tt0132121	1	video box title
tt0132524	8	theatrical title
tt0133410	6	informal literal title
tt0133524	3	alternative spelling
tt0133735	5	anthology series
tt0133838	4	video box title
tt0133848	13	first part title
tt0134084	12	original subtitled version
tt0134102	2	alternative spelling
tt0134214	3	video box title
tt0134451	2	video box title
tt0134594	2	short title
tt0134704	7	transliterated title
tt0134730	2	original script title
tt0134959	7	transliterated title
tt0135037	14	alternative transliteration
tt0135415	10	series title
tt0135561	3	dubbed version
tt0135948	3	complete title
tt0135976	6	complete title
tt0135995	4	literal English title
tt0136286	5	transliterated title
tt0136301	1	alternative spelling
tt0136318	2	alternative spelling
tt0136960	1	short title
tt0137143	2	literal title
tt0137505	1	cable TV title
tt0138292	2	literal title
tt0138340	4	short title
tt0138347	1	transliterated title
tt0138393	4	new title
tt0138461	9	transliterated title
tt0138572	2	transliterated title
tt0138601	7	reissue title
tt0138815	23	literal title
tt0138815	41	literal title
tt0138815	9	literal title
tt0138824	1	reissue title
tt0138877	6	DVD box title
tt0138986	3	new title
tt0139253	1	DVD box title
tt0139355	3	video box title
tt0139417	2	transliterated title
tt0139680	7	transliterated title
tt0139738	8	literal English title
tt0139930	4	bowdlerized title
tt0140364	15	new title
tt0140383	3	new title
tt0140490	4	literal English title
tt0140519	13	transliterated title
tt0140571	1	transliterated title
tt0140659	6	transliterated title
tt0140855	1	series title
tt0140945	4	video CD title
tt0140980	1	long title
tt0141050	2	recut version
tt0141270	5	DVD box title
tt0141313	6	theatrical title
tt0141313	7	transliterated title
tt0141354	2	video box title
tt0141365	1	informal title
tt0142159	16	poster title
tt0142237	8	video CD title
tt0142243	15	long title
tt0142632	15	theatrical title
tt0142652	5	literal English title
tt0142663	1	informal literal title
tt0142757	8	long title
tt0143145	17	reissue title
tt0143272	2	series title
tt0143575	6	reissue title
tt0143686	12	literal English title
tt0143707	2	promotional abbreviation
tt0143790	2	informal English title
tt0143851	4	theatrical title
tt0143940	9	reissue title
tt0144059	12	new title
tt0144606	1	literal English title
tt0144745	2	transliterated title
tt0144773	6	transliterated title
tt0144779	4	transliterated title
tt0144880	1	DVD box title
tt0144976	1	new title
tt0145072	3	transliterated title
tt0145093	3	series title
tt0145108	3	orthographically correct title
tt0145229	1	transliterated title
tt0145229	8	DVD box title
tt0145414	6	transliterated title
tt0145536	2	reissue title
tt0145682	12	literal English title
tt0145794	4	DVD box title
tt0146052	6	alternative transliteration
tt0146214	1	alternative spelling
tt0146315	8	new title
tt0146336	15	video box title
tt0146367	8	literal title
tt0146369	4	video box title
tt0146496	17	transliterated title
tt0146598	1	transliterated title
tt0147208	1	series title
tt0147310	3	transliterated title
tt0147347	3	bowdlerized title
tt0147356	2	series title
tt0147507	1	new title
tt0147996	5	short title
tt0148059	3	subtitle
tt0148315	2	series title
tt0148328	2	series title
tt0148490	1	series title
tt0148541	2	series title
tt0148727	1	bootleg title
tt0148746	5	bowdlerized title
tt0149066	4	DVD box title
tt0149261	1	video box title
tt0149441	6	cable TV title
tt0149509	18	dubbed version
tt0149539	6	transliterated title
tt0150078	3	alternative spelling
tt0150113	4	alternative transliteration
tt0150296	3	cut version
tt0150661	27	transliterated title
tt0150714	1	video box title
tt0150861	3	16mm release title
tt0151618	2	transliterated title
tt0152280	2	alternative spelling
tt0152370	3	literal English title
tt0152960	1	DVD box title
tt0153118	1	video box title
tt0153177	1	video box title
tt0153761	1	informal short title
tt0154015	2	DVD box title
tt0154164	1	theatrical title
tt0154461	2	transliterated title
tt0154719	2	alternative transliteration
tt0155161	2	literal English title
tt0155364	3	informal literal title
tt0155431	1	complete title
tt0155677	2	reissue title
tt0155753	35	anthology series
tt0155899	1	alternative transliteration
tt0156138	3	original script title
tt0156213	10	second copyright title
tt0156269	4	review title
tt0156444	3	alternative spelling
tt0156537	9	cut version
tt0156565	3	series title
tt0156883	4	alternative transliteration
tt0156992	4	new title
tt0157008	1	transliterated title
tt0157306	1	series title
tt0157609	3	reissue title
tt0158038	3	literal title
tt0158179	2	alternative transliteration
tt0158308	3	video box title
tt0158420	2	sixth season title
tt0158466	4	video box title
tt0158784	6	review title
tt0159040	2	reissue title
tt0159506	5	alternative transliteration
tt0159508	3	short title
tt0159801	13	theatrical title
tt0160016	2	cable TV title
tt0160634	8	transliterated title
tt0160698	7	original subtitled version
tt0160784	2	video box title
tt0160931	1	literal English title
tt0161045	1	new title
tt0161104	2	closing credits title
tt0161220	8	transliterated title
tt0161421	1	poster title
tt0161542	11	long title
tt0161562	24	literal title
tt0161638	16	video box title
tt0161639	21	short title
tt0161804	9	transliterated title
tt0161861	12	theatrical title
tt0161942	1	rerun title
tt0162330	1	series title
tt0162545	1	DVD box title
tt0162650	19	DVD box title
tt0162854	28	segment title
tt0162854	51	segment title
tt0163495	5	third season title
tt0163505	4	dubbed version
tt0163588	1	series title
tt0164013	3	complete title
tt0164108	14	complete title
tt0164295	18	rerun title
tt0164324	1	poster title
tt0164438	3	informal title
tt0164464	21	literal English title
tt0164464	3	video box title
tt0164732	5	dubbed version
tt0164854	2	informal literal title
tt0164912	10	video box title
tt0165095	10	reissue title
tt0165141	4	transliterated title
tt0165276	1	complete title
tt0165581	42	transliterated title
tt0165600	5	syndication title
tt0165755	2	transliterated title
tt0165855	4	transliterated title
tt0166088	6	transliterated title
tt0166093	2	anthology series
tt0166367	7	subtitle
tt0167086	5	dubbed version
tt0167178	2	promotional title
tt0167260	28	short title
tt0167260	36	transliterated title
tt0167271	4	transliterated title
tt0167303	3	literal title
tt0167326	15	literal title
tt0167404	14	literal title
tt0167554	13	short title
tt0168193	1	reissue title
tt0168356	3	second season title
tt0168361	12	transliterated title
tt0168366	112	fifth season title
tt0168366	153	third season title
tt0168366	182	fifth season title
tt0168366	31	third season title
tt0168366	46	first season title
tt0168366	59	eighteenth season title
tt0168499	7	informal literal title
tt0168544	1	reissue title
tt0168629	31	video box title
tt0169685	5	series title
tt0169840	1	literal title
tt0169992	1	alternative spelling
tt0170016	28	transliterated title
tt0170291	1	literal title
tt0170778	3	informal literal title
tt0170819	3	poster title
tt0171084	3	video catalogue title
tt0171172	1	transliterated title
tt0171363	35	transliterated title
tt0171391	1	literal title
tt0171524	2	literal title
tt0171758	1	original subtitled version
tt0172156	53	alternative spelling
tt0172163	1	alternative spelling
tt0172348	9	transliterated title
tt0172366	2	informal literal title
tt0172521	3	series title
tt0172593	2	informal literal title
tt0172975	2	literal title
tt0173000	3	informal literal title
tt0173092	3	informal literal title
tt0173127	3	alternative spelling
tt0173273	1	informal literal title
tt0173318	1	series title
tt0173470	1	rerun title
tt0173484	4	complete title
tt0173499	2	informal literal title
tt0173783	10	review title
tt0173796	3	DVD box title
tt0173888	2	review title
tt0173982	1	informal title
tt0173993	3	video box title
tt0174061	2	literal title
tt0174094	2	literal title
tt0174174	21	video box title
tt0174207	11	informal literal title
tt0174300	2	informal literal title
tt0174327	2	informal literal title
tt0174336	12	DVD box title
tt0174357	2	informal literal title
tt0174418	2	informal title
tt0174676	3	alternative spelling
tt0174770	4	literal title
tt0174823	4	transliterated title
tt0175142	3	literal English title
tt0175586	13	video box title
tt0175659	3	reissue title
tt0175677	3	literal title
tt0175863	7	video box title
tt0175878	1	short title
tt0176042	2	complete title
tt0176253	3	literal title
tt0176264	4	literal title
tt0176269	13	pre-release title
tt0176390	3	complete title
tt0176417	2	closing credits title
tt0176991	1	informal literal title
tt0177170	1	video box title
tt0177266	4	promotional abbreviation
tt0177987	1	reissue title
tt0178286	2	dubbed version
tt0178323	4	informal literal title
tt0178410	11	informal title
tt0178469	2	complete title
tt0178539	5	new title
tt0178586	4	literal title
tt0178587	2	transliterated title
tt0178616	1	original script title
tt0178628	3	original script title
tt0178990	7	alternative spelling
tt0178993	2	informal English title
tt0179092	8	transliterated title
tt0179161	5	transliterated title
tt0179772	4	alternative transliteration
tt0179881	3	reissue title
tt0180093	60	original subtitled version
tt0180111	1	video box title
tt0180159	2	complete title
tt0180385	6	literal English title
tt0180396	21	original subtitled version
tt0180798	1	game box title
tt0181191	1	pre-release title
tt0181490	1	video box title
tt0181523	3	literal English title
tt0181703	8	cable TV title
tt0181893	5	informal literal title
tt0181947	2	literal English title
tt0182299	3	short title
tt0182552	1	new title
tt0182646	7	rerun title
tt0182709	1	original script title
tt0182786	1	informal alternative title
tt0183505	22	DVD box title
tt0183550	4	cable TV title
tt0183550	9	alternative transliteration
tt0183859	5	alternative spelling
tt0183938	4	informal literal English title
tt0183997	8	series title
tt0184476	1	transliterated title
tt0184549	1	alternative transliteration
tt0184564	1	copyright title
tt0184831	16	transliterated title
tt0184858	33	DVD box title
tt0184940	5	transliterated title
tt0185103	23	new title
tt0185162	3	literal title
tt0185467	4	transliterated title
tt0185483	9	informal literal title
tt0185510	3	DVD box title
tt0185511	7	poster title
tt0185518	2	series title
tt0185672	6	long title
tt0185691	2	alternative spelling
tt0185883	3	informal literal English title
tt0186021	2	pre-release title
tt0186228	3	literal English title
tt0186311	2	informal alternative title
tt0186408	4	subtitle
tt0186676	3	DVD box title
tt0186907	3	literal English title
tt0186932	11	cable TV title
tt0187452	3	reissue title
tt0187557	3	literal title
tt0187700	7	transliterated title
tt0187917	1	alternative transliteration
tt0187930	4	literal title
tt0188150	1	alternative transliteration
tt0188309	2	premiere title
tt0188315	3	new title
tt0188797	10	poster title
tt0188825	2	literal title
tt0189072	1	new title
tt0189192	17	short title
tt0189358	3	DVD box title
tt0189459	5	informal literal English title
tt0189493	13	transliterated title
tt0189874	2	poster title
tt0189940	9	review title
tt0190632	2	complete title
tt0191095	1	alternative spelling
tt0191182	22	video box title
tt0191445	7	informal literal title
tt0191544	3	video box title
tt0191589	2	video box title
tt0191724	6	subtitle
tt0191785	7	cable TV title
tt0191863	1	series title
tt0192224	9	rerun title
tt0192457	1	bowdlerized title
tt0192578	16	video box title
tt0192585	3	series title
tt0192757	1	video box title
tt0192778	1	reissue title
tt0192872	1	transliterated title
tt0192897	17	teaser title
tt0192897	23	new title
tt0192897	26	new title
tt0192959	2	alternative transliteration
tt0193245	4	informal literal title
tt0193292	3	alternative transliteration
tt0193358	1	long title
tt0193491	1	informal literal title
tt0193590	4	theatrical title
tt0193653	1	literal title
tt0193833	8	dubbed version
tt0194143	15	cable TV title
tt0194213	1	complete title
tt0194268	5	video box title
tt0194290	2	transliterated title
tt0194381	2	literal title
tt0194468	9	original subtitled version
tt0194553	14	new title
tt0194580	3	informal literal title
tt0194683	6	video box title
tt0194770	4	DVD box title
tt0194865	1	informal literal title
tt0195002	6	poster title
tt0195161	3	informal English title
tt0195232	5	transliterated title
tt0195259	1	literal title
tt0195419	4	literal title
tt0195502	4	short title
tt0195559	5	theatrical title
tt0195584	3	literal English title
tt0195644	10	video box title
tt0195761	3	transliterated title
tt0195804	3	series title
tt0195866	2	informal literal title
tt0196031	2	literal title
tt0196119	4	bowdlerized title
tt0196141	2	video box title
tt0196204	2	DVD box title
tt0196525	4	literal English title
tt0196642	3	alternative spelling
tt0196773	10	reissue title
tt0196858	1	literal English title
tt0196952	1	new title
tt0197046	4	DVD box title
tt0197111	7	informal literal title
tt0197230	19	transliterated title
tt0197363	4	premi̬re title
tt0197379	4	literal title
tt0197456	1	complete title
tt0197563	3	original script title
tt0197582	2	DVD box title
tt0197728	6	video box title
tt0197811	8	transliterated title
tt0197926	2	theatrical title
tt0197994	4	DVD box title
tt0198141	15	new title
tt0198141	5	new title
tt0198353	1	cable TV title
tt0198457	8	alternative spelling
tt0198781	34	transliterated title
tt0198935	10	informal literal title
tt0198961	9	complete title
tt0198994	4	literal English title
tt0199259	3	short title
tt0199293	1	literal title
tt0199477	1	premiere title
tt0199651	8	alternative transliteration
tt0200096	4	transliterated title
tt0200108	8	short title
tt0200215	3	original subtitled version
tt0200363	12	fourth season title
tt0200396	3	cable TV title
tt0200724	4	alternative transliteration
tt0201086	4	transliterated title
tt0201197	2	promotional title
tt0201204	13	dubbed version
tt0201540	2	informal English title
tt0201596	1	alternative spelling
tt0201719	2	literal English title
tt0201751	4	series title
tt0201971	2	literal English title
tt0201986	8	dubbed version
tt0202080	7	poster title
tt0202239	9	complete title
tt0202305	4	promotional title
tt0202360	6	original script title
tt0202445	1	literal title
tt0202456	3	promotional title
tt0202669	4	informal literal title
tt0202832	15	informal English title
tt0203031	4	new title
tt0203091	1	informal literal title
tt0203629	3	Venice film festival title
tt0203724	2	alternative spelling
tt0203730	1	literal English title
tt0203759	1	informal English title
tt0203989	3	series title
tt0204087	11	literal title
tt0204135	3	literal title
tt0204437	3	transliterated title
tt0204484	3	alternative spelling
tt0204514	4	series title
tt0204635	1	literal English title
tt0204691	3	promotional title
tt0204767	1	video box title
tt0205345	9	literal title
tt0205973	4	literal English title
tt0206161	2	short title
tt0206535	4	informal English title
tt0206713	4	video box title
tt0207038	7	literal English title
tt0207230	4	original script title
tt0207272	4	new title
tt0207319	6	informal English title
tt0207322	6	series title
tt0207358	2	premi̬re title
tt0207534	5	reissue title
tt0207803	3	literal English title
tt0207839	8	series title
tt0207990	1	literal title
tt0208262	2	literal English title
tt0208332	3	literal English title
tt0208960	3	literal title
tt0209510	3	new title
tt0209603	1	complete title
tt0209779	9	promotional title
tt0209961	3	transliterated title
tt0210116	1	informal English title
tt0210234	5	video box title
tt0210302	6	informal literal title
tt0210352	3	review title
tt0210466	7	video box title
tt0210654	8	transliterated title
tt0210723	2	complete title
tt0210982	5	long title
tt0211255	13	transliterated title
tt0211915	29	alternative spelling
tt0212497	2	reissue title
tt0212598	3	theatrical title
tt0212599	5	reissue title
tt0212885	5	alternative spelling
tt0213066	2	bowdlerized title
tt0213322	20	literal title
tt0213322	42	literal title
tt0213327	4	complete title
tt0213729	2	alternative spelling
tt0213753	4	alternative transliteration
tt0214159	1	longer version
tt0214373	4	complete title
tt0214641	16	video box title
tt0214705	1	video box title
tt0214915	2	literal English title
tt0215197	1	series title
tt0215380	3	complete title
tt0215385	4	new title
tt0215441	4	censored version
tt0215516	12	DVD box title
tt0215664	2	informal literal title
tt0215807	1	series title
tt0215992	1	transliterated title
tt0216216	47	alternative spelling
tt0216359	7	transliterated title
tt0216553	5	series title
tt0216843	2	informal English title
tt0216843	4	series title
tt0217203	4	first season title
tt0217862	13	video box title
tt0218377	2	informal English title
tt0218467	2	informal English title
tt0218482	4	transliterated title
tt0218775	13	new title
tt0218789	2	third season title
tt0218934	2	series title
tt0219086	3	dubbed version
tt0219106	3	informal English title
tt0219239	2	series title
tt0219557	17	complete title
tt0219595	7	game box title
tt0219653	41	complete title
tt0219676	2	new title
tt0220216	2	long title
tt0220218	23	first part title
tt0220446	1	review title
tt0220615	5	complete title
tt0220784	3	informal English title
tt0220827	7	DVD box title
tt0221103	1	review title
tt0221175	2	short title
tt0221278	2	poster title
tt0221603	1	reissue title
tt0221897	4	video box title
tt0222165	1	series title
tt0222337	6	transliterated title
tt0222356	1	series title
tt0222407	6	copyright title
tt0222518	9	short title
tt0222786	6	rerun title
tt0222946	10	transliterated title
tt0223151	3	alternative transliteration
tt0223225	4	series title
tt0223801	5	informal English title
tt0224236	10	series title
tt0224335	1	complete title
tt0225508	3	new title
tt0225547	6	alternative transliteration
tt0226401	2	literal title
tt0226976	5	informal literal title
tt0227441	6	transliterated title
tt0227912	5	literal English title
tt0227972	19	new title
tt0228073	4	informal literal title
tt0228374	5	video box title
tt0228468	3	alternative spelling
tt0228620	3	DVD box title
tt0228786	2	video box title
tt0228871	10	cable TV title
tt0228973	1	informal English title
tt0229399	2	premiere title
tt0229614	1	informal English title
tt0229967	1	alternative spelling
tt0230146	3	copyright title
tt0230155	4	promotional title
tt0230176	2	alternative spelling
tt0230367	1	literal English title
tt0230582	7	alternative spelling
tt0230634	3	cable TV title
tt0230675	3	series title
tt0230787	2	alternative spelling
tt0230904	2	short title
tt0230987	3	informal English title
tt0231109	1	alternative spelling
tt0231747	2	subtitle
tt0231775	6	transliterated title
tt0231874	3	transliterated title
tt0232191	8	transliterated title
tt0233004	11	alternative spelling
tt0233217	2	alternative spelling
tt0233561	8	transliterated title
tt0233667	6	informal English title
tt0234946	4	reissue title
tt0235007	1	transliterated title
tt0235712	5	transliterated title
tt0235746	3	alternative transliteration
tt0236138	7	poster title
tt0236181	1	alternative spelling
tt0236181	4	literal English title
tt0236399	2	literal English title
tt0236502	2	MIFED title
tt0236923	3	dubbed version
tt0237132	1	dubbed version
tt0237349	7	transliterated title
tt0237483	1	new title
tt0238022	9	dubbed version
tt0238251	1	transliterated title
tt0238960	4	literal title
tt0239195	14	twelfth season title
tt0239195	17	twentythird season title
tt0239195	19	nineteenth season title
tt0239357	10	transliterated title
tt0239704	4	transliterated title
tt0240074	1	theatrical title
tt0240356	4	theatrical title
tt0240404	5	alternative transliteration
tt0240411	2	series title
tt0240634	2	review title
tt0240935	2	informal English title
tt0241025	24	transliterated title
tt0241026	4	literal title
tt0241067	5	video box title
tt0241317	1	long title
tt0241641	12	informal literal English title
tt0242180	4	literal title
tt0242494	3	transliterated title
tt0242587	16	alternative spelling
tt0242898	6	complete title
tt0242905	2	informal title
tt0242994	16	literal English title
tt0243035	1	DVD box title
tt0243255	5	informal title
tt0244225	1	video box title
tt0244316	22	transliterated title
tt0244658	3	informal literal English title
tt0244730	1	3-D version
tt0244800	5	video box title
tt0244954	4	complete title
tt0245017	7	informal literal title
tt0245157	13	transliterated title
tt0245189	1	alternative spelling
tt0245379	6	literal English title
tt0245429	47	transliterated title
tt0245531	3	copyright title
tt0245612	10	informal title
tt0246195	3	alternative spelling
tt0246414	1	dubbed version
tt0246432	2	alternative transliteration
tt0246469	2	pre-release title
tt0246543	13	video box title
tt0246619	1	video box title
tt0246786	8	rerun title
tt0247040	2	copyright title
tt0247119	5	transliterated title
tt0247196	2	transliterated title
tt0247199	8	transliterated title
tt0247404	5	informal literal English title
tt0247675	3	alternative spelling
tt0247745	31	complete title
tt0248247	3	informal title
tt0248550	1	review title
tt0248750	1	informal literal English title
tt0249514	2	alternative transliteration
tt0249713	8	transliterated title
tt0249725	2	video box title
tt0249859	1	literal title
tt0250033	1	alternative transliteration
tt0250123	3	literal title
tt0250417	4	alternative spelling
tt0250668	3	alternative transliteration
tt0250819	4	video box title
tt0250931	2	new title
tt0250950	3	transliterated title
tt0250992	1	series title
tt0251097	4	original script title
tt0251677	6	new title
tt0251683	4	subtitle
tt0251816	12	second season title
tt0251821	6	alternative spelling
tt0251825	1	promotional title
tt0251911	4	informal title
tt0251911	5	complete title
tt0252225	1	cable TV title
tt0252278	2	new title
tt0252622	2	short title
tt0252855	3	transliterated title
tt0253474	60	transliterated title
tt0253601	3	informal English title
tt0253867	2	transliterated title
tt0255124	3	cable TV title
tt0255202	3	promotional title
tt0255212	1	informal title
tt0255362	2	series title
tt0255620	1	complete title
tt0255684	2	original subtitled version
tt0255768	3	dubbed version
tt0255825	1	informal title
tt0255957	4	alternative spelling
tt0255981	3	review title
tt0256150	4	Pay-TV title
tt0256293	3	transliterated title
tt0256295	3	long title
tt0256298	3	short title
tt0256655	3	literal title
tt0256837	1	informal English title
tt0256910	4	informal English title
tt0257019	10	alternative spelling
tt0257568	26	original subtitled version
tt0257679	4	anthology series
tt0257732	1	new title
tt0257747	7	literal English title
tt0257842	3	informal English title
tt0258052	11	transliterated title
tt0258308	2	informal literal English title
tt0258320	3	literal English title
tt0258975	5	transliterated title
tt0259288	37	transliterated title
tt0259351	6	alternative spelling
tt0259559	4	alternative transliteration
tt0259563	2	informal English title
tt0259932	2	alternative spelling
tt0260086	1	transliterated title
tt0260111	2	transliterated title
