titleId	average_rating	num_votes
tt0004555	5.9	66
tt0004558	5.7	29
tt0004600	6.8	38
tt0004635	5.7	994
tt0004693	5.4	1098
tt0004707	6.3	3594
tt0004736	5.6	1336
tt0004766	5.6	229
tt0004870	5.3	92
tt0004936	6.7	2083
tt0004972	6.2	25256
tt0005005	6.2	29
tt0005044	5.8	1801
tt0005060	6.3	1023
tt0005078	6.5	2638
tt0005302	6.5	228
tt0005310	5.7	302
tt0005317	6.2	390
tt0005353	7.4	43
tt0005386	5.9	19
tt0005434	4.7	14
tt0005482	4.9	31
tt0005522	5.6	60
tt0005542	5.6	1657
tt0005571	5.9	1366
tt0005574	6.9	28
tt0005663	6.0	17
tt0005667	2.0	24
tt0005674	5.6	42
tt0005680	5.9	192
tt0005771	6.6	26
tt0005808	5.4	36
tt0005809	6.7	324
tt0005864	5.5	204
tt0005901	5.8	21
tt0005915	6.5	58
tt0005928	5.5	28
tt0005931	6.4	61
tt0005951	6.8	761
tt0005994	8.4	14
tt0006101	7.3	28
tt0006157	3.8	37
tt0006206	7.3	5097
tt0006280	1.6	22
tt0006309	6.4	1846
tt0006313	6.2	1720
tt0006322	5.4	10
tt0006349	5.9	345
tt0006385	6.6	19
tt0006397	5.7	64
tt0006414	6.9	2875
tt0006451	5.9	61
tt0006456	7.1	31
tt0006481	6.0	78
tt0006505	7.1	20
tt0006517	5.9	392
tt0006548	6.6	2341
tt0006601	5.5	25
tt0006623	5.2	9
tt0006684	6.5	2713
tt0006688	6.4	200
tt0006689	6.6	2521
tt0006701	5.8	10
tt0006713	6.3	36
tt0006753	6.7	198
tt0006766	7.3	16
tt0006801	5.4	190
tt0006826	5.9	905
tt0006831	6.0	20
tt0006863	5.4	17
tt0006864	7.7	15939
tt0006997	6.1	110
tt0007031	6.1	99
tt0007038	6.6	26
tt0007057	5.4	8
tt0007145	7.0	3424
tt0007162	7.0	3493
tt0007202	6.1	82
tt0007220	5.5	17
tt0007250	6.3	8
tt0007264	7.0	3964
tt0007353	5.4	27
tt0007522	5.7	177
tt0007567	5.3	191
tt0007613	7.3	4233
tt0007626	4.8	15
tt0007713	6.2	8
tt0007725	4.4	25
tt0007765	4.2	22
tt0007795	7.0	81
tt0007812	5.6	34
tt0007832	7.1	3669
tt0007854	6.9	33
tt0007857	7.1	21
tt0007880	7.5	5503
tt0007963	8.1	18
tt0008091	6.0	19
tt0008112	5.9	1123
tt0008133	7.6	8693
tt0008179	6.0	14
tt0008196	6.1	704
tt0008201	7.4	14
tt0008212	5.6	173
tt0008232	5.8	24
tt0008259	6.3	67
tt0008309	6.7	327
tt0008329	5.7	98
tt0008377	5.9	998
tt0008394	5.6	15
tt0008395	6.8	581
tt0008426	7.8	13
tt0008431	6.1	17
tt0008476	5.3	36
tt0008498	6.3	114
tt0008499	6.3	865
tt0008500	6.1	218
tt0008549	6.1	16
tt0008551	4.9	51
tt0008558	4.4	22
tt0008634	6.3	602
tt0008651	3.8	25
tt0008742	7.5	27
tt0008753	6.3	16
tt0008784	6.0	17
tt0008797	6.1	25
tt0008866	5.5	55
tt0008879	7.2	1971
tt0008895	5.5	47
tt0008907	5.4	1123
tt0008919	6.2	25
tt0008950	6.0	375
tt0009015	5.0	104
tt0009017	7.6	38
tt0009046	5.3	19
tt0009104	6.6	69
tt0009137	7.4	28
tt0009142	6.2	65
tt0009145	6.0	105
tt0009204	6.8	28
tt0009246	5.7	311
tt0009289	7.2	19
tt0009326	6.5	153
tt0009389	5.8	810
tt0009415	6.4	19
tt0009434	5.8	291
tt0009522	5.6	130
tt0009557	5.3	13
tt0009580	3.9	43
tt0009611	7.3	7016
tt0009615	6.6	13
tt0009650	5.2	42
tt0009655	4.6	15
tt0009678	6.5	567
tt0009682	5.7	868
tt0009825	5.8	39
tt0009837	4.0	62
tt0009866	5.6	13
tt0009879	7.2	78
tt0009892	5.5	1197
tt0009893	7.2	2053
tt0009894	7.0	221
tt0009905	7.7	106
tt0009949	5.8	47
tt0009968	7.2	10628
tt0010103	5.8	690
tt0010108	6.8	174
tt0010120	3.6	38
tt0010180	6.8	142
tt0010181	5.8	69
tt0010199	4.1	37
tt0010203	7.1	80
tt0010208	5.6	762
tt0010221	6.0	845
tt0010258	6.2	753
tt0010307	7.7	1868
tt0010311	5.7	107
tt0010322	5.0	98
tt0010331	6.5	24
tt0010375	6.7	58
tt0010386	6.3	130
tt0010418	7.0	1903
tt0010497	5.4	15
tt0010507	6.7	17
tt0010548	7.1	33
tt0010565	6.2	21
tt0010610	5.1	38
tt0010614	5.6	18
tt0010668	5.0	19
tt0010680	6.3	284
tt0010726	6.5	1326
tt0010733	6.3	25
tt0010747	6.6	3154
tt0010754	6.3	53
tt0010821	6.5	594
tt0010871	4.7	34
tt0010925	5.5	778
tt0010926	5.0	13
tt0010930	6.4	576
tt0010953	6.2	223
tt0010965	5.3	35
tt0011000	6.6	1299
tt0011045	7.3	9
tt0011055	5.7	80
tt0011076	5.7	65
tt0011093	6.7	41
tt0011094	6.1	29
tt0011117	7.2	92
tt0011118	6.4	17
tt0011123	5.7	94
tt0011137	5.1	24
tt0011191	7.0	19
tt0011211	6.0	27
tt0011216	7.0	32
tt0011217	6.2	454
tt0011237	7.2	7990
tt0011238	6.2	21
tt0011257	6.0	19
tt0011294	7.2	221
tt0011301	6.3	15
tt0011302	6.8	250
tt0011348	7.5	154
tt0011362	6.3	192
tt0011371	6.4	352
tt0011439	7.1	2606
tt0011474	6.6	197
tt0011487	4.1	23
tt0011530	7.1	32
tt0011534	6.3	38
tt0011545	5.7	479
tt0011568	5.8	46
tt0011575	5.7	68
tt0011652	6.1	1656
tt0011676	7.1	75
tt0011722	5.5	276
tt0011742	6.1	765
tt0011785	7.0	54
tt0011839	4.4	9
tt0011841	7.4	5654
tt0011865	6.7	1454
tt0011877	6.2	39
tt0011880	6.9	18
tt0011898	4.8	11
tt0011918	6.2	14
tt0011922	6.6	796
tt0011948	6.8	449
tt0011960	6.9	1234
tt0011984	7.1	3366
tt0011990	7.0	41
tt0011998	7.0	45
tt0011999	6.3	97
tt0012068	6.8	473
tt0012111	7.1	30
tt0012117	6.1	25
tt0012118	5.8	16
tt0012123	6.8	442
tt0012164	6.6	20
tt0012181	7.3	70
tt0012187	6.5	174
tt0012224	7.7	4506
tt0012255	6.9	3262
tt0012281	6.8	290
tt0012293	6.5	50
tt0012298	6.8	25
tt0012304	7.3	3970
tt0012314	6.7	357
tt0012328	5.2	45
tt0012349	8.3	127958
tt0012364	8.0	13087
tt0012365	5.2	83
tt0012366	7.1	63
tt0012369	7.2	30
tt0012376	6.4	13
tt0012380	5.6	14
tt0012422	6.9	73
tt0012465	6.8	393
tt0012468	6.3	67
tt0012494	7.6	6278
tt0012512	6.7	851
tt0012513	6.5	282
tt0012532	7.3	5273
tt0012538	6.5	662
tt0012543	6.8	3061
tt0012563	6.2	94
tt0012627	5.8	53
tt0012631	6.6	209
tt0012642	6.8	1165
tt0012689	5.6	33
tt0012699	6.1	151
tt0012728	6.9	23
tt0012734	4.1	59
tt0012745	6.7	173
tt0012754	6.6	55
tt0012769	5.8	192
tt0012788	7.4	19
tt0012806	5.9	529
tt0012864	6.2	16
tt0012873	7.1	23
tt0012928	6.4	894
tt0012945	6.9	2796
tt0012952	6.4	1452
tt0012961	1.2	20
tt0012990	6.3	10
tt0012997	6.0	32
tt0012998	3.6	23
tt0013025	7.6	6483
tt0013075	7.1	1570
tt0013084	7.0	25
tt0013086	7.8	8697
tt0013127	6.2	136
tt0013135	6.9	22
tt0013140	7.0	3813
tt0013158	6.5	2313
tt0013193	6.0	86
tt0013201	7.0	1931
tt0013303	4.2	24
tt0013339	6.1	21
tt0013341	6.0	789
tt0013342	6.8	104
tt0013343	5.5	86
tt0013373	6.5	99
tt0013404	6.4	354
tt0013422	6.6	2221
tt0013433	5.4	20
tt0013442	7.9	99606
tt0013454	6.0	27
tt0013455	6.8	21
tt0013488	6.8	112
tt0013556	7.1	2320
tt0013571	6.6	1048
tt0013590	8.2	133
tt0013603	3.9	36
tt0013626	6.6	2685
tt0013631	6.4	15
tt0013704	6.0	191
tt0013705	5.5	165
tt0013719	6.6	32
tt0013802	6.1	411
tt0013807	6.4	276
tt0013817	6.4	117
tt0013824	6.4	32
tt0013830	7.1	220
tt0013839	5.5	19
tt0013849	7.2	64
tt0013861	5.6	18
tt0013926	6.5	37
tt0013965	6.6	21
tt0014012	6.1	39
tt0014031	3.3	47
tt0014046	6.3	46
tt0014068	7.0	30
tt0014097	5.0	38
tt0014108	7.0	190
tt0014109	7.0	1311
tt0014144	5.6	18
tt0014158	7.5	20
tt0014168	6.3	27
tt0014175	5.8	36
tt0014179	5.7	113
tt0014187	6.6	18
tt0014188	4.4	19
tt0014193	4.4	18
tt0014239	7.6	15
tt0014249	6.4	13
tt0014321	5.4	115
tt0014339	7.0	32
tt0014341	7.8	11619
tt0014346	7.1	31
tt0014353	7.0	67
tt0014358	7.3	5296
tt0014408	6.8	20
tt0014417	7.5	2370
tt0014439	7.8	61
tt0014446	6.7	318
tt0014469	6.0	96
tt0014532	6.8	2371
tt0014539	4.1	44
tt0014543	5.2	23
tt0014558	5.2	29
tt0014607	5.7	116
tt0014624	6.9	5746
tt0014646	6.4	2719
tt0014650	6.6	17
tt0014667	6.3	150
tt0014672	6.3	441
tt0014689	6.0	37
tt0014701	6.2	37
tt0014720	5.6	35
tt0014733	8.4	29
tt0014762	6.4	30
tt0014764	6.6	10
tt0014774	6.6	20
tt0014782	5.8	43
tt0014892	6.3	50
tt0014900	6.3	925
tt0014945	7.7	3491
tt0014965	5.0	16
tt0014967	6.7	120
tt0014972	7.8	3976
tt0014982	6.9	290
tt0014996	7.0	23
tt0015002	7.1	1480
tt0015091	7.1	51
tt0015104	6.3	54
tt0015136	7.1	1916
tt0015150	7.3	30
tt0015157	5.6	8
tt0015163	7.6	10273
tt0015167	6.5	1051
tt0015174	7.9	4663
tt0015175	8.1	6108
tt0015202	7.0	3107
tt0015206	5.6	17
tt0015213	6.6	179
tt0015217	6.3	51
tt0015224	7.1	1130
tt0015285	6.4	20
tt0015310	7.1	565
tt0015312	6.4	248
tt0015318	6.3	13
tt0015329	5.2	202
tt0015331	6.5	97
tt0015361	7.6	8226
tt0015377	5.4	78
tt0015378	6.6	122
tt0015409	6.5	189
tt0015423	7.3	21
tt0015451	6.8	19
tt0015471	7.4	20
tt0015494	7.2	27
tt0015505	2.6	23
tt0015508	7.0	80
tt0015526	7.1	43
tt0015532	7.8	6425
tt0015554	4.7	120
tt0015557	5.8	34
tt0015589	5.7	22
tt0015623	5.4	14
tt0015624	7.9	6939
tt0015627	6.1	52
tt0015639	5.7	35
tt0015648	7.9	58928
tt0015663	6.5	27
tt0015665	7.0	12
tt0015689	3.1	23
tt0015693	6.4	758
tt0015727	6.5	46
tt0015728	7.4	20
tt0015735	7.4	33
tt0015749	5.1	34
tt0015768	7.1	2179
tt0015778	7.4	25
tt0015801	7.0	417
tt0015811	3.3	49
tt0015841	7.5	5723
tt0015847	5.8	140
tt0015861	6.6	593
tt0015863	7.1	4573
tt0015864	8.1	112716
tt0015866	6.2	18
tt0015867	7.2	37
tt0015872	7.0	192
tt0015881	8.1	10258
tt0015902	5.9	17
tt0015919	6.1	17
tt0015958	6.4	8
tt0016004	7.2	1209
tt0016005	6.7	747
tt0016023	6.5	533
tt0016032	6.1	24
tt0016039	7.0	5449
tt0016049	6.1	121
tt0016051	6.3	41
tt0016052	5.3	30
tt0016053	6.1	74
tt0016065	5.1	51
tt0016066	6.0	14
tt0016097	5.8	25
tt0016123	6.2	1232
tt0016150	6.4	13
tt0016172	6.0	75
tt0016198	5.7	35
tt0016202	6.5	19
tt0016207	7.2	14
tt0016213	7.4	22
tt0016220	7.5	18968
tt0016223	5.8	15
tt0016226	6.0	343
tt0016235	6.0	81
tt0016240	6.5	174
tt0016241	5.0	256
tt0016245	5.0	84
tt0016246	7.1	46
tt0016259	6.3	25
tt0016276	6.4	361
tt0016284	6.7	26
tt0016300	6.2	25
tt0016301	7.8	26
tt0016309	5.5	270
tt0016333	5.2	17
tt0016338	5.7	152
tt0016384	5.8	92
tt0016390	8.0	122
tt0016409	6.4	48
tt0016467	5.7	19
tt0016481	7.4	1269
tt0016487	7.0	79
tt0016491	7.6	894
tt0016497	6.7	31
tt0016499	6.3	37
tt0016500	6.2	41
tt0016521	6.9	31
tt0016523	7.1	17
tt0016530	6.0	37
tt0016541	7.0	62
tt0016581	5.6	31
tt0016597	6.8	20
tt0016598	5.8	25
tt0016615	5.7	24
tt0016627	7.1	1231
tt0016628	7.2	25
tt0016641	7.8	7728
tt0016662	5.9	20
tt0016664	5.7	196
tt0016669	7.2	1618
tt0016690	6.3	1503
tt0016692	6.3	32
tt0016715	6.0	21
tt0016716	4.4	35
tt0016732	6.3	15
tt0016783	6.7	161
tt0016784	4.8	17
tt0016801	7.0	205
tt0016812	7.0	110
tt0016815	4.9	27
tt0016833	6.2	23
tt0016847	8.1	15709
tt0016884	7.6	4399
tt0016886	7.1	21
tt0016891	5.9	17
tt0016904	6.1	15
tt0016914	6.8	765
tt0016926	4.0	15
tt0016939	6.4	364
tt0016953	6.6	862
tt0016964	6.2	26
tt0016983	5.0	10
tt0017003	6.4	91
tt0017004	6.5	307
tt0017007	6.5	165
tt0017013	3.6	55
tt0017017	5.6	16
tt0017075	7.3	12416
tt0017096	6.7	573
tt0017097	5.4	64
tt0017104	3.2	14
tt0017112	6.4	23
tt0017119	6.9	394
tt0017128	7.5	2925
tt0017130	6.2	53
tt0017136	8.3	176450
tt0017207	6.6	12
tt0017210	6.1	30
tt0017212	6.4	33
tt0017226	6.8	270
tt0017242	7.7	16
tt0017248	7.1	12
tt0017259	6.8	21
tt0017271	7.6	1146
tt0017292	6.7	122
tt0017293	7.1	175
tt0017304	6.0	19
tt0017311	7.2	67
tt0017367	7.3	25
tt0017376	7.2	554
tt0017379	6.8	18
tt0017393	7.0	19
tt0017400	5.9	17
tt0017405	6.0	543
tt0017408	5.4	21
tt0017409	7.1	684
tt0017410	6.6	222
tt0017411	7.0	20
tt0017442	5.8	23
tt0017448	7.1	2581
tt0017463	7.5	1369
tt0017477	5.8	25
tt0017498	7.1	69
tt0017502	6.9	21
tt0017505	6.3	21
tt0017516	6.5	10
tt0017530	5.6	18
tt0017531	7.1	147
tt0017539	6.7	113
tt0017586	7.7	51
tt0017588	4.1	26
tt0017593	7.3	85
tt0017619	8.8	369
tt0017621	6.2	384
tt0017632	6.5	414
tt0017655	4.6	20
tt0017664	7.1	1352
tt0017671	6.2	18
tt0017683	6.0	17
tt0017685	6.8	16
tt0017692	6.0	25
tt0017698	7.0	25
tt0017703	5.2	45
tt0017706	5.6	63
tt0017714	6.2	14
tt0017736	7.1	229
tt0017739	7.1	3113
tt0017764	5.7	10
tt0017765	7.0	5046
tt0017774	5.2	11
tt0017775	7.0	2139
tt0017806	5.0	59
tt0017812	6.6	99
tt0017829	7.6	99
tt0017841	7.3	98
tt0017843	5.5	2896
tt0017850	7.6	115
tt0017859	6.7	23
tt0017866	5.5	51
tt0017869	6.4	67
tt0017898	4.8	75
tt0017899	5.9	114
tt0017910	1.1	15
tt0017911	6.2	20
tt0017912	6.6	11
tt0017917	6.7	24
tt0017925	8.1	92808
tt0017928	6.5	236
tt0017961	7.3	1148
tt0017962	5.1	22
tt0017979	5.8	87
tt0017995	5.9	41
tt0018014	6.7	256
tt0018016	6.3	271
tt0018030	5.0	8
tt0018033	7.2	3350
tt0018036	6.6	21
tt0018037	6.4	10394
tt0018038	5.6	31
tt0018054	7.4	2239
tt0018081	6.7	20
tt0018087	7.2	830
tt0018092	6.2	23
tt0018097	6.7	1401
tt0018102	6.3	544
tt0018107	6.9	1100
tt0018119	6.7	302
tt0018122	5.3	10
tt0018164	6.0	17
tt0018166	6.8	517
tt0018173	6.3	11
tt0018190	7.3	228
tt0018207	6.2	76
tt0018211	7.2	46
tt0018217	7.4	8073
tt0018218	6.4	393
tt0018246	6.4	332
tt0018247	6.4	152
tt0018258	5.5	27
tt0018320	4.5	21
tt0018328	6.1	3722
tt0018332	7.1	26
tt0018368	6.8	787
tt0018372	6.4	25
tt0018373	6.6	9
tt0018381	6.9	30
tt0018389	5.6	191
tt0018392	7.2	447
tt0018423	4.8	13
tt0018426	6.2	17
tt0018433	6.4	60
tt0018440	6.5	1014
tt0018451	7.6	1551
tt0018452	6.2	620
tt0018453	6.5	170
tt0018455	8.1	51747
tt0018464	5.2	205
tt0018469	6.4	9
tt0018470	5.4	15
tt0018475	6.4	17
tt0018478	6.4	66
tt0018487	6.2	490
tt0018501	5.7	40
tt0018505	7.3	1265
tt0018512	6.7	14
tt0018513	5.8	664
tt0018523	6.9	901
tt0018530	6.2	307
tt0018531	6.4	16
tt0018533	6.8	60
tt0018538	5.4	32
tt0018543	7.0	52
tt0018566	7.0	356
tt0018578	7.6	13409
tt0018579	4.5	202
tt0018607	6.9	85
tt0018613	5.5	55
tt0018618	6.2	1159
tt0018620	6.6	11
tt0018622	6.9	27
tt0018624	5.2	27
tt0018647	6.0	33
tt0018666	5.6	81
tt0018674	7.1	115
tt0018684	7.5	1232
tt0018713	7.2	13
tt0018714	5.6	34
tt0018716	6.0	18
tt0018718	5.6	22
tt0018728	6.9	496
tt0018729	7.7	32
tt0018742	8.0	12145
tt0018746	4.3	19
tt0018756	5.4	2477
tt0018771	8.1	37
tt0018772	3.7	17
tt0018773	8.1	34504
tt0018806	8.1	8645
tt0018811	7.0	49
tt0018818	6.1	30
tt0018825	7.5	32
tt0018835	6.7	18
tt0018836	7.0	467
tt0018846	6.5	117
tt0018849	7.2	19
tt0018851	6.7	64
tt0018869	6.2	25
tt0018879	6.0	210
tt0018892	6.2	34
tt0018903	6.7	23
tt0018906	7.3	30
tt0018926	6.7	20
tt0018930	6.5	18
tt0018945	5.8	133
tt0018967	5.4	13
tt0018972	6.6	515
tt0018974	6.4	22
tt0019009	5.8	32
tt0019019	5.7	8
tt0019035	6.2	138
tt0019041	6.8	11
tt0019045	6.4	25
tt0019049	8.0	12
tt0019053	5.8	17
tt0019060	7.2	57
tt0019062	7.5	44
tt0019064	7.0	37
tt0019067	6.9	516
tt0019071	8.0	4108
tt0019074	7.5	2019
tt0019077	1.9	179
tt0019080	6.4	66
tt0019098	6.6	714
tt0019151	7.0	602
tt0019159	6.1	60
tt0019178	7.7	26
tt0019184	7.7	14
tt0019195	7.2	1401
tt0019203	3.0	38
tt0019211	5.9	66
tt0019227	6.4	285
tt0019228	7.6	10
tt0019231	6.5	32
tt0019233	6.6	20
tt0019252	2.3	42
tt0019254	8.2	56339
tt0019269	6.4	13
tt0019278	7.0	2165
tt0019282	5.8	16
tt0019290	6.4	301
tt0019296	6.4	17
tt0019307	5.9	23
tt0019309	5.2	21
tt0019328	5.8	227
tt0019335	4.2	220
tt0019370	6.5	33
tt0019374	7.0	309
tt0019377	6.0	35
tt0019398	5.8	131
tt0019404	5.7	25
tt0019411	6.0	21
tt0019412	7.6	3957
tt0019421	7.8	15102
tt0019422	7.5	9795
tt0019429	7.3	2433
tt0019431	7.4	30
tt0019436	6.0	20
tt0019441	6.5	42
tt0019451	6.8	472
tt0019456	7.6	60
tt0019457	6.8	6
tt0019465	6.7	787
tt0019469	6.0	57
tt0019489	7.0	420
tt0019501	7.1	33
tt0019504	7.2	1483
tt0019521	7.2	21
tt0019526	6.0	10
tt0019538	6.5	33
tt0019550	4.8	14
tt0019554	6.3	101
tt0019557	6.1	510
tt0019558	7.4	1809
tt0019562	5.2	20
tt0019563	7.2	1835
tt0019572	5.8	45
tt0019589	7.4	124
tt0019598	5.6	22
tt0019607	6.6	1202
tt0019616	6.9	411
tt0019620	6.2	23
tt0019624	7.1	23
tt0019639	3.6	18
tt0019644	7.1	1432
tt0019649	7.2	2197
tt0019655	7.4	1605
tt0019664	6.9	21
tt0019670	6.9	721
tt0019677	6.1	460
tt0019680	5.8	33
tt0019699	5.6	425
tt0019704	6.3	116
tt0019709	5.4	10
tt0019717	7.1	15
tt0019722	7.0	94
tt0019726	6.1	213
tt0019729	5.6	7471
tt0019745	5.9	753
tt0019754	6.5	45
tt0019779	6.2	15
tt0019785	6.4	463
tt0019796	6.4	499
tt0019801	5.3	56
tt0019811	6.7	1195
tt0019813	6.7	115
tt0019830	7.6	10
tt0019838	6.6	447
tt0019843	6.9	456
tt0019852	6.7	538
tt0019896	6.6	25
tt0019901	7.3	3611
tt0019917	5.0	61
tt0019932	4.9	62
tt0019949	6.4	414
tt0019954	5.6	26
tt0019976	7.2	866
tt0019979	5.1	150
tt0019986	7.2	22
tt0019991	7.5	14
tt0020003	7.3	15
tt0020004	6.7	434
tt0020025	7.1	271
tt0020026	7.6	45
tt0020030	7.0	1316
tt0020044	7.6	126
tt0020068	5.9	45
tt0020074	6.8	119
tt0020078	6.7	424
tt0020080	6.9	707
tt0020082	6.5	59
tt0020094	7.5	1815
tt0020112	7.0	2446
tt0020116	5.9	17
tt0020122	7.7	1417
tt0020135	5.7	68
tt0020136	6.8	36
tt0020142	6.2	3102
tt0020152	6.1	113
tt0020165	7.5	98
tt0020166	5.6	212
tt0020182	6.9	151
tt0020193	7.4	304
tt0020209	7.5	35
tt0020230	7.3	881
tt0020238	5.8	341
tt0020253	6.8	404
tt0020286	6.5	937
tt0020291	6.2	33
tt0020298	7.1	3292
tt0020299	8.4	17
tt0020320	6.8	208
tt0020321	7.1	1787
tt0020323	7.1	33
tt0020334	5.0	36
tt0020336	5.9	256
tt0020337	7.0	15
tt0020341	7.1	71
tt0020342	6.7	64
tt0020358	6.1	392
tt0020399	4.7	36
tt0020427	6.8	126
tt0020435	8.0	17
tt0020439	6.3	695
tt0020445	6.3	496
tt0020456	7.9	41
tt0020461	5.4	175
tt0020469	6.5	87
tt0020475	7.8	4586
tt0020480	5.4	178
tt0020489	7.2	1164
tt0020490	5.8	185
tt0020497	5.9	70
tt0020503	6.3	28
tt0020514	6.5	1390
tt0020516	6.5	150
tt0020523	7.2	437
tt0020530	7.7	51217
tt0020531	7.0	1268
tt0020538	5.4	644
tt0020539	5.3	20
tt0020547	7.3	147
tt0020550	4.2	18
tt0020556	6.8	802
tt0020570	7.3	1046
tt0020572	5.9	782
tt0020589	6.5	737
tt0020594	6.9	371
tt0020607	7.0	954
tt0020629	8.1	64390
tt0020637	6.8	10
tt0020638	5.4	33
tt0020640	7.4	14753
tt0020643	7.3	2468
tt0020646	4.2	112
tt0020652	5.1	45
tt0020656	7.3	528
tt0020660	6.7	21
tt0020670	5.7	215
tt0020678	7.2	1802
tt0020686	7.1	2359
tt0020697	7.7	15505
tt0020698	7.4	1720
tt0020700	6.3	27
tt0020720	6.3	467
tt0020725	5.9	14
tt0020744	7.1	53
tt0020758	5.0	411
tt0020768	7.7	3436
tt0020770	4.7	46
tt0020774	4.1	40
tt0020793	7.6	1174
tt0020799	6.0	255
tt0020801	6.5	24
tt0020804	4.7	19
tt0020813	5.2	24
tt0020814	7.0	298
tt0020822	7.0	91
tt0020824	7.2	22
tt0020827	6.7	3304
tt0020838	5.7	490
tt0020850	6.1	58
tt0020860	6.4	22
tt0020875	6.5	599
tt0020876	6.7	1128
tt0020883	5.9	65
tt0020884	5.8	41
tt0020912	5.6	77
tt0020922	5.8	107
tt0020932	6.6	523
tt0020937	4.5	14
tt0020938	5.4	414
