title_id	ordering	attribute
tt0099818	3	transliterated title
tt0100392	4	short title
tt0100931	12	video box title
tt0101486	6	cable TV title
tt0103239	14	video box title
tt0104431	16	literal English title
tt0105713	6	alternative spelling
tt0106673	27	transliterated title
tt0109335	7	anthology series
tt0109376	14	cable TV title
tt0109382	16	original subtitled version
tt0109415	26	alternative spelling
tt0109581	4	cable TV title
tt0110955	11	transliterated title
tt0111464	6	new title
tt0111515	1	long title
tt0113807	2	alternative transliteration
tt0114308	8	3-D version
tt0114548	6	dubbed version
tt0114564	10	cable TV title
tt0114821	6	cable TV title
tt0115099	5	literal title
tt0117262	2	alternative spelling
tt0118742	20	dubbed version
tt0120102	41	original subtitled version
tt0120910	21	alternative spelling
tt0121765	10	video box title
tt0122318	3	literal title
tt0122499	1	transliterated title
tt0124111	8	transliterated title
tt0124443	4	DVD box title
tt0129338	3	informal alternative title
tt0129546	1	transliterated title
tt0129711	10	informal literal title
tt0130121	31	poster title
tt0130312	2	YIVO translation
tt0134102	2	alternative spelling
tt0135037	14	alternative transliteration
tt0137143	2	literal title
tt0138347	1	transliterated title
tt0138601	7	reissue title
tt0138815	41	literal title
tt0139355	3	video box title
tt0139417	2	transliterated title
tt0139930	4	bowdlerized title
tt0141313	6	theatrical title
tt0147347	3	bowdlerized title
tt0149441	6	cable TV title
tt0149539	6	transliterated title
tt0153118	1	video box title
tt0159801	13	theatrical title
tt0161104	2	closing credits title
tt0161542	11	long title
tt0162545	1	DVD box title
tt0167260	28	short title
tt0167554	13	short title
tt0168356	3	second season title
tt0168499	7	informal literal title
tt0171172	1	transliterated title
tt0173000	3	informal literal title
tt0173127	3	alternative spelling
tt0173318	1	series title
tt0173993	3	video box title
tt0174207	11	informal literal title
tt0174357	2	informal literal title
tt0174418	2	informal title
tt0174676	3	alternative spelling
tt0175586	13	video box title
tt0177987	1	reissue title
tt0178410	11	informal title
tt0179092	8	transliterated title
tt0181947	2	literal English title
tt0183550	4	cable TV title
tt0184476	1	transliterated title
tt0184564	1	copyright title
tt0184940	5	transliterated title
tt0185162	3	literal title
tt0185467	4	transliterated title
tt0185883	3	informal literal English title
tt0188797	10	poster title
tt0189192	17	short title
tt0189459	5	informal literal English title
tt0191785	7	cable TV title
tt0192585	3	series title
tt0193358	1	long title
tt0194683	6	video box title
tt0195002	6	poster title
tt0195161	3	informal English title
tt0195232	5	transliterated title
tt0195559	5	theatrical title
tt0195804	3	series title
tt0196031	2	literal title
tt0196773	10	reissue title
tt0197582	2	DVD box title
tt0200108	8	short title
tt0201086	4	transliterated title
tt0201204	13	dubbed version
tt0201971	2	literal English title
tt0202456	3	promotional title
tt0205345	9	literal title
tt0207038	7	literal English title
tt0209510	3	new title
tt0209779	9	promotional title
tt0210302	6	informal literal title
tt0213322	20	literal title
tt0216843	4	series title
tt0218934	2	series title
tt0219557	17	complete title
tt0220218	23	first part title
tt0220827	7	DVD box title
tt0221603	1	reissue title
tt0222356	1	series title
tt0223801	5	informal English title
tt0228073	4	informal literal title
tt0230146	3	copyright title
tt0230155	4	promotional title
tt0230367	1	literal English title
tt0230675	3	series title
tt0233667	6	informal English title
tt0237483	1	new title
tt0238251	1	transliterated title
tt0240935	2	informal English title
tt0242898	6	complete title
tt0242905	2	informal title
tt0243255	5	informal title
tt0246469	2	pre-release title
tt0246786	8	rerun title
tt0248247	3	informal title
tt0250417	4	alternative spelling
tt0251816	12	second season title
tt0252278	2	new title
tt0253474	60	transliterated title
tt0255362	2	series title
tt0256150	4	Pay-TV title
tt0259351	6	alternative spelling
tt0261184	3	new title
tt0262078	2	video box title
tt0264062	3	promotional title
tt0264573	3	transliterated title
tt0265086	3	original subtitled version
tt0270855	2	new title
tt0273758	6	literal title
tt0274712	1	informal literal title
tt0277723	8	short title
tt0279337	2	alternative transliteration
tt0280053	1	series title
tt0280065	9	transliterated title
tt0281224	1	expansion title
tt0281446	3	second season title
tt0283110	2	DVD box title
tt0283193	3	first episodes title
tt0286401	1	new title
tt0287166	3	informal English title
tt0287412	2	informal literal title
tt0290296	16	DVD box title
tt0291405	3	theatrical title
tt0292935	4	reissue title
tt0293144	3	short title
tt0293660	13	transliterated title
tt0294719	2	short title
tt0294907	2	complete title
tt0300446	2	new title
tt0301397	2	reissue title
tt0303045	1	literal English title
tt0303936	1	literal English title
tt0305194	4	informal literal title
tt0307070	1	informal literal English title
tt0312499	2	complete title
tt0317245	3	transliterated title
tt0318312	4	alternative spelling
tt0319467	2	dubbed version
tt0322072	6	DVD menu title
tt0324208	6	DVD box title
tt0327403	1	informal English title
tt0329767	24	transliterated title
tt0330181	6	DVD box title
tt0330538	3	anthology series
tt0332012	4	literal title
tt0336152	3	transliterated title
tt0336926	1	copyright title
tt0339606	4	cable TV title
tt0339707	1	transliterated title
tt0341833	3	second season title
tt0348359	1	reissue title
tt0353745	4	series title
tt0356218	3	alternative transliteration
tt0356591	2	complete title
tt0363833	1	informal English title
tt0366122	1	informal literal title
tt0366425	2	alternative spelling
tt0369567	3	literal English title
tt0371108	2	series title
tt0372181	2	series title
tt0373332	3	transliterated title
tt0377541	1	short title
tt0379912	1	literal English title
tt0388384	2	transliterated title
tt0389752	2	literal English title
tt0392637	3	short title
tt0393146	2	reissue title
tt0395489	3	literal title
tt0395819	4	theatrical title
tt0399738	6	complete title
tt0399762	4	transliterated title
tt0400887	1	short title
tt0408196	2	transliterated title
tt0413256	4	DVD box title
tt0415739	3	cable TV title
tt0418240	3	unauthorized video title
tt0420278	5	new title
tt0420336	4	literal English title
tt0421486	4	informal English title
tt0425120	1	alternative transliteration
tt0427636	4	alternative transliteration
tt0439705	1	literal English title
tt0443028	1	promotional title
tt0445661	3	video catalogue title
tt0446622	21	fifth season title
tt0449661	4	alternative spelling
tt0455194	3	literal title
tt0458072	1	short title
tt0471420	5	alternative spelling
tt0482856	1	promotional title
tt0494198	3	transliterated title
tt0757282	4	new title
tt0795979	1	reissue title
tt0814613	3	informal literal title
tt0824714	3	new title
tt0829182	3	series title
tt0846761	1	fourth season title
tt0847478	2	literal English title
tt0862754	3	literal title
tt0881269	2	alternative spelling
tt0892293	1	cable TV title
tt0905329	8	alternative spelling
tt0923752	7	new title
tt0924399	9	informal title
tt0925367	4	promotional title
tt0933133	2	literal English title
tt0942679	1	short title
tt0956227	5	informal title
tt0959569	2	informal title
tt0970842	2	informal alternative title
tt0974015	19	3-D version
tt0977850	2	poster title
tt10130518	2	informal English title
tt1013527	3	literal title
tt10137128	2	alternative transliteration
tt10147894	5	new title
tt10172242	3	informal title
tt10177874	4	promotional title
tt10273470	2	literal English title
tt10274028	2	short title
tt10274980	3	pre-release title
tt1029117	2	complete title
tt1029340	4	copyright title
tt10359844	6	reissue title
tt10369978	19	new title
tt10377196	1	literal English title
tt1038083	1	long title
tt10460106	1	subtitle
tt10484038	1	informal title
tt10487722	13	subtitle
tt10499316	14	video catalogue title
tt1058062	2	informal English title
tt10667150	4	DVD box title
tt10743416	2	alternative spelling
tt10787402	3	informal English title
tt10799424	1	new title
tt1080928	5	literal English title
tt10880470	4	video catalogue title
tt10924546	2	informal English title
tt10944822	2	alternative transliteration
tt11000284	2	subtitle
tt11051974	8	alternative transliteration
tt11107440	7	informal title
tt11284352	1	literal English title
tt1138006	7	transliterated title
tt1139644	2	informal title
tt11439020	1	new title
tt11468586	3	complete title
tt11468960	5	video catalogue title
tt1151475	1	transliterated title
tt1153053	8	original script title
tt1160509	2	short title
tt11649570	3	new title
tt1171681	1	reissue title
tt11764012	3	original subtitled version
tt11829972	2	video catalogue title
tt11940236	12	informal literal English title
tt11958532	2	original script title
tt1196027	4	new title
tt11979388	3	complete title
tt11990438	10	informal alternative title
tt12033954	6	second season title
tt12065056	1	poster title
tt1207776	1	informal literal English title
tt12088678	1	complete title
tt12092522	3	series title
tt12108312	3	video catalogue title
tt1211640	24	new title
tt12140258	4	informal short title
tt12320340	12	informal alternative title
tt12320340	6	informal alternative title
tt12326110	7	original script title
tt12337418	3	alternative spelling
tt12339108	2	alternative transliteration
tt12365518	11	segment title
tt12418772	7	short title
tt12441826	4	original script title
tt12456672	6	short title
tt1255974	2	transliterated title
tt12565858	17	short title
tt12579676	7	segment title
tt12588084	2	subtitle
tt12606358	2	series title
tt12624922	8	alternative spelling
tt12688640	9	segment title
tt12809660	2	video catalogue title
tt12834048	3	DVD box title
tt12932556	2	complete title
tt1302017	4	alternative spelling
tt1305820	4	original subtitled version
tt13082290	12	complete title
tt13103732	30	dubbed version
tt13116858	2	alternative spelling
tt13192800	4	video catalogue title
tt1321511	46	literal English title
tt1329539	3	transliterated title
tt13306746	3	video catalogue title
tt13390532	3	short title
tt1339324	3	DVD menu title
tt1352421	14	third season title
tt13531430	3	DVD box title
tt13670710	1	informal alternative title
tt13691194	3	new title
tt13711352	3	alternative spelling
tt13831266	14	dubbed version
tt1385543	4	new title
tt13922382	3	alternative transliteration
tt13944138	6	complete title
tt1407981	3	complete title
tt14107672	3	alternative spelling
tt14145426	2	3-D version
tt1416754	3	review title
tt1418809	5	informal title
tt1422209	2	complete title
tt14236064	38	alternative spelling
tt14501448	1	complete title
tt14556566	2	literal English title
tt14592396	10	DVD box title
tt14593444	3	literal English title
tt14603094	5	transliterated title
tt14640672	1	short title
tt1480888	1	DVD box title
tt14812446	4	alternative spelling
tt14821158	5	literal English title
tt14859440	10	subtitle
tt1496039	1	series title
tt14961702	16	DVD box title
tt15004706	8	informal alternative title
tt15062976	15	informal short title
tt15063334	2	literal English title
tt15087606	15	informal alternative title
tt15111726	7	alternative spelling
tt15124418	3	reissue title
tt15180122	11	informal title
tt15237914	14	alternative transliteration
tt15264690	4	informal alternative title
tt15368196	3	reissue title
tt15439664	12	alternative spelling
tt15456648	2	new title
tt1547244	2	closing credits title
tt1596725	3	long title
tt1604171	5	cable TV title
tt1606359	3	complete title
tt1623674	1	theatrical title
tt1648216	8	alternative spelling
tt1650062	28	IMAX version
tt1650425	3	cable TV title
tt1653053	6	transliterated title
tt1667190	7	alternative spelling
tt1688644	1	DVD box title
tt1690470	12	long title
tt1695135	2	complete title
tt1716777	15	transliterated title
tt1719605	3	literal title
tt1720018	5	third season title
tt1720044	2	alternative transliteration
tt1721666	5	new title
tt1773585	1	literal title
tt1776920	3	literal English title
tt1781781	8	alternative spelling
tt1789106	3	informal alternative title
tt1804896	1	rerun title
tt18115390	1	complete title
tt1816684	2	informal short title
tt1820225	15	sixth season title
tt1849057	1	recut version
tt1858597	2	informal literal title
tt1864089	2	new title
tt1866188	1	complete title
tt1899158	4	8mm release title
tt1929443	1	complete title
tt19355580	4	reissue title
tt1937390	48	poster title
tt19758786	1	alternative transliteration
tt19879220	3	informal title
tt2011183	5	longer version
tt2014259	3	complete title
tt2014399	1	premi̬re title
tt20455356	1	original script title
tt2055762	4	reissue title
tt2082329	2	literal English title
tt20836048	2	original script title
tt2097275	2	literal English title
tt21199430	1	TV listings title
tt2124989	3	complete title
tt2128433	4	DVD box title
tt21628484	12	informal title
tt2165929	1	complete title
tt2175767	1	complete title
tt2194280	3	alternative transliteration
tt21973524	5	informal alternative title
tt2198167	2	literal English title
tt22097692	12	complete title
tt2213962	4	alternative spelling
tt22258348	2	alternative transliteration
tt2244877	10	original subtitled version
tt2269518	1	alternative spelling
tt22899860	13	expansion title
tt2318434	2	literal title
tt2336285	1	reissue title
tt2373878	5	Berlin film festival title
tt24225712	6	alternative transliteration
tt2431918	2	literal English title
tt2441606	1	complete title
tt2481526	2	complete title
tt2486486	1	reissue title
tt2507630	2	orthographically correct title
tt2577746	2	original script title
tt2615726	4	literal English title
tt2617724	4	short title
tt26198528	2	short title
tt26421491	4	alternative spelling
tt2659606	4	complete title
tt2670876	2	reissue title
tt26839249	1	series title
tt2704928	2	alternative spelling
tt2746744	1	new title
tt2769254	3	long title
tt2771924	3	complete title
tt2828996	20	original subtitled version
tt2848322	2	alternative spelling
tt2888148	1	premi̬re title
tt2900370	3	orthographically correct title
tt2926548	1	new title
tt2947516	3	alternative spelling
tt3005244	3	informal English title
tt3084150	12	dubbed version
tt3116086	3	second season title
tt3132910	2	reissue title
tt3165660	7	alternative spelling
tt3170916	3	reissue title
tt3184708	9	literal English title
tt3209376	1	new title
tt3259428	2	literal English title
tt3373776	1	recut version
tt3550902	7	DVD box title
tt3552272	4	informal literal title
tt3599520	1	DVD box title
tt3619192	3	series title
tt3640276	27	new title
tt3660498	1	literal English title
tt3708502	1	complete title
tt3759368	1	fourth season title
tt3907180	5	short title
tt4002108	4	informal English title
tt4016586	3	reissue title
tt4085280	4	review title
tt4176568	3	informal English title
tt4218148	2	subtitle
tt4250442	3	reissue title
tt4311090	1	DVD box title
tt4539748	6	reissue title
tt4567858	1	new title
tt4602920	3	alternative spelling
tt4610584	3	complete title
tt4685968	1	dubbed version
tt4709976	4	informal literal English title
tt4868872	3	fourth season title
tt4947704	3	subtitle
tt4958884	1	series title
tt5149918	3	subtitle
tt5174876	4	transliterated title
tt5182042	1	short title
tt5214748	1	DVD menu title
tt5301860	1	informal literal title
tt5306174	2	literal title
tt5323640	5	alternative spelling
tt5323662	69	informal short title
tt5333518	4	literal English title
tt5461010	1	MIFED title
tt5477484	2	new title
tt5541812	1	short title
tt5619346	7	reissue title
tt5638058	3	short title
tt5674874	3	complete title
tt5738110	3	complete title
tt5775986	1	transliterated title
tt5787384	6	alternative transliteration
tt5820148	2	alternative spelling
tt5963528	2	alternative spelling
tt5991430	2	new title
tt5992200	5	short title
tt6000744	5	alternative spelling
tt6032376	1	Berlin film festival title
tt6086480	2	alternative spelling
tt6117488	2	DVD box title
tt6135682	9	alternative spelling
tt6140386	3	last season title
tt6207100	3	long title
tt6212418	3	short title
tt6218554	1	literal English title
tt6305650	8	literal English title
tt6331414	4	alternative transliteration
tt6339028	23	complete title
tt6342400	2	second part title
tt6354822	5	literal English title
tt6429230	2	short title
tt6444038	6	informal title
tt6449342	1	dubbed version
tt6467266	15	alternative spelling
tt6509146	11	informal short title
tt6525810	1	literal English title
tt6540304	7	short title
tt6611316	1	new title
tt6622896	3	new title
tt6673612	18	3-D version
tt6697582	7	informal title
tt6872508	4	literal English title
tt6944518	1	video catalogue title
tt6983462	3	literal English title
tt7001830	1	segment title
tt7025920	9	expansion title
tt7028136	10	segment title
tt7052634	11	new title
tt7058758	1	DVD menu title
tt7081512	9	dubbed version
tt7085436	1	complete title
tt7122510	1	dubbed version
tt7135026	4	short title
tt7148086	3	video catalogue title
tt7248526	1	IMAX version
tt7306816	5	reissue title
tt7332238	1	rerun title
tt7345442	1	literal English title
tt7451126	2	complete title
tt7457374	5	DVD box title
tt7459152	2	long title
tt7484994	11	informal literal English title
tt7539092	2	new title
tt7549824	4	reissue title
tt7552938	3	alternative spelling
tt7557258	6	original subtitled version
tt7892450	29	transliterated title
tt7896388	9	informal alternative title
tt7929420	5	alternative spelling
tt7971498	3	DVD box title
tt8050740	28	transliterated title
tt8060328	27	literal title
tt8090628	5	alternative spelling
tt8202062	1	short title
tt8212156	10	new title
tt8217014	4	literal English title
tt8223844	31	new title
tt8255452	11	new title
tt8338762	19	subtitle
tt8355636	1	literal English title
tt8520850	5	new title
tt8549088	5	new title
tt8697074	2	informal English title
tt8712750	9	complete title
tt8737152	11	literal title
tt8792478	10	new title
tt8840490	1	alternative spelling
tt8852702	2	literal title
tt9035300	4	informal English title
tt9182232	2	alternative spelling
tt9187922	2	new title
tt9202582	4	video catalogue title
tt9204170	3	short title
tt9222458	2	reissue title
tt9335498	26	third season title
tt9480432	3	new title
tt9807856	3	alternative spelling
tt9828918	1	original subtitled version
tt9844322	24	promotional abbreviation
