title_id	genre
tt0000026	Documentary
tt0000026	Short
tt0000108	Drama
tt0000108	Short
tt0000490	Short
tt0000500	Short
tt0000609	Drama
tt0000609	Music
tt0000609	Romance
tt0000612	Documentary
tt0000612	Short
tt0000816	Drama
tt0000816	Short
tt0000887	Drama
tt0000887	Short
tt0000963	Short
tt0000963	Western
tt0000966	Drama
tt0000966	Fantasy
tt0000966	Romance
tt0000992	Short
tt0001083	Drama
tt0001083	Short
tt0001093	Crime
tt0001093	Drama
tt0001093	Short
tt0001097	Drama
tt0001097	Short
tt0001314	Drama
tt0001314	Short
tt0001315	Drama
tt0001315	Short
tt0001396	Drama
tt0001396	Short
tt0001426	Crime
tt0001426	Drama
tt0001426	Short
tt0001450	Short
tt0001450	Western
tt0001604	Drama
tt0001719	Comedy
tt0001719	Short
tt0001742	Romance
tt0001742	Short
tt0001830	Drama
tt0001830	Short
tt0001997	Drama
tt0001997	Short
tt0002163	Drama
tt0002221	Animation
tt0002221	Fantasy
tt0002221	Short
tt0002281	Short
tt0002281	Western
tt0002741	Comedy
tt0002741	Short
tt0002755	Comedy
tt0002755	Short
tt0002755	War
tt0003014	Drama
tt0003131	Drama
tt0003131	War
tt0003166	Animation
tt0003166	Short
tt0003442	Drama
tt0003442	Romance
tt0003514	Comedy
tt0003514	Short
tt0003600	Adventure
tt0003643	Crime
tt0003643	Drama
tt0003643	Horror
tt0003668	Adventure
tt0003668	Biography
tt0003668	Western
tt0003925	Drama
tt0003957	Drama
tt0004011	Comedy
tt0004011	Short
tt0004196	Drama
tt0004196	Short
tt0004216	Drama
tt0004216	Short
tt0004287	Comedy
tt0004287	Short
tt0004307	Drama
tt0004514	Comedy
tt0004514	Drama
tt0004581	Drama
tt0004581	War
tt0004621	Drama
tt0004621	Romance
tt0004621	Short
tt0004814	Comedy
tt0004814	Short
tt0004870	Drama
tt0004870	Romance
tt0004870	Short
tt0004972	Drama
tt0004972	War
tt0004995	Drama
tt0004995	Short
tt0005005	Adventure
tt0005005	Mystery
tt0005020	Short
tt0005020	Western
tt0005303	Short
tt0005390	Short
tt0005390	Western
tt0005527	Comedy
tt0005527	Short
tt0005573	Drama
tt0005808	Action
tt0005808	Adventure
tt0005809	Drama
tt0005892	Drama
tt0006101	Drama
tt0006101	Romance
tt0006268	Short
tt0006313	Comedy
tt0006313	Short
tt0006378	Drama
tt0006480	Mystery
tt0006548	Comedy
tt0006548	Short
tt0006720	Comedy
tt0006720	Short
tt0006801	Comedy
tt0006801	Short
tt0006801	Western
tt0006826	Comedy
tt0006826	Drama
tt0006826	Romance
tt0006863	Adventure
tt0006863	Drama
tt0007093	Drama
tt0007180	Crime
tt0007180	Drama
tt0007323	Comedy
tt0007323	Short
tt0007416	Comedy
tt0007416	Short
tt0007768	Drama
tt0007773	Comedy
tt0007773	Drama
tt0007773	Short
tt0007815	Animation
tt0007815	Comedy
tt0007815	Short
tt0007858	Drama
tt0008104	Drama
tt0008125	Drama
tt0008325	Drama
tt0008368	Drama
tt0008426	Comedy
tt0008426	Short
tt0008512	Drama
tt0008671	Comedy
tt0008671	Drama
tt0008866	Comedy
tt0008866	Short
tt0009030	Crime
tt0009030	Thriller
tt0009030	Western
tt0009145	Drama
tt0009145	Romance
tt0009145	War
tt0009231	Drama
tt0009313	Drama
tt0009394	Drama
tt0009403	Comedy
tt0009403	Romance
tt0009642	Drama
tt0009642	Romance
tt0009642	Short
tt0009681	Comedy
tt0009681	Romance
tt0009877	Drama
tt0010066	Drama
tt0010108	Drama
tt0010120	Short
tt0010120	Western
tt0010306	Documentary
tt0010306	Short
tt0010663	Comedy
tt0010676	Drama
tt0010676	War
tt0010680	Drama
tt0010680	Romance
tt0010718	Comedy
tt0010718	Western
tt0010752	Comedy
tt0010752	Short
tt0010832	Comedy
tt0010926	Comedy
tt0010926	Drama
tt0010979	Animation
tt0010979	Comedy
tt0010979	Short
tt0011000	Drama
tt0011231	Mystery
tt0011361	Crime
tt0011361	Drama
tt0011361	Fantasy
tt0011556	Crime
tt0011556	Drama
tt0011556	Romance
tt0011650	Western
tt0011769	Animation
tt0011769	Comedy
tt0011769	Short
tt0011865	Comedy
tt0011865	Drama
tt0011948	Comedy
tt0012002	Drama
tt0012187	Drama
tt0012215	Drama
tt0012289	Drama
tt0012380	Drama
tt0012380	Romance
tt0012399	Drama
tt0012432	Drama
tt0012466	Drama
tt0012466	Romance
tt0012468	Comedy
tt0012532	Drama
tt0012532	History
tt0012532	Romance
tt0012627	Fantasy
tt0012637	Drama
tt0012642	Comedy
tt0012689	Drama
tt0012728	Comedy
tt0012734	Western
tt0012736	Drama
tt0012952	Drama
tt0012952	Romance
tt0012952	Sport
tt0013025	Comedy
tt0013025	Family
tt0013025	Short
tt0013403	Western
tt0013433	Comedy
tt0013433	Drama
