name_id	title_id
nm0000014	tt0031381
nm0000014	tt0040806
nm0000014	tt0041452
nm0000014	tt0029843
nm0000040	tt0093058
nm0000040	tt0072684
nm0000040	tt0066921
nm0000040	tt0062622
nm0000047	tt0054749
nm0000047	tt0076085
nm0000047	tt0058335
nm0000047	tt0060121
nm0000051	tt0047522
nm0000051	tt0045943
nm0000051	tt0053125
nm0000051	tt0056193
nm0000053	tt0056197
nm0000053	tt0050356
nm0000053	tt0048424
nm0000053	tt0039689
nm0000063	tt0056172
nm0000063	tt0049456
nm0000063	tt0057831
nm0000063	tt0064952
nm0000080	tt0033467
nm0000080	tt0057427
nm0000080	tt0040525
nm0000080	tt0052311
nm0000107	tt0108525
nm0000107	tt0337921
nm0000107	tt0119488
nm0000107	tt0096895
nm0000123	tt0433383
nm0000123	tt1193138
nm0000123	tt0465538
nm0000123	tt1124035
nm0000158	tt0162222
nm0000158	tt0094737
nm0000158	tt0120815
nm0000158	tt0109830
nm0000161	tt0120891
nm0000161	tt1615065
nm0000161	tt0112851
nm0000161	tt0120679
nm0000173	tt0203009
nm0000173	tt0159365
nm0000173	tt0274558
nm0000173	tt0935075
nm0000182	tt5503686
nm0000182	tt0120780
nm0000182	tt0252076
nm0000182	tt2126357
nm0000185	tt0113481
nm0000185	tt0089927
nm0000185	tt0093507
nm0000185	tt0105698
nm0000194	tt0842926
nm0000194	tt0118749
nm0000194	tt0175880
nm0000194	tt0297884
nm0000206	tt0111257
nm0000206	tt0234215
nm0000206	tt0102685
nm0000206	tt0133093
nm0000211	tt0118655
nm0000211	tt0120738
nm0000211	tt0210070
nm0000211	tt0488085
nm0000236	tt0115736
nm0000236	tt0387575
nm0000236	tt0109348
nm0000236	tt0144120
nm0000264	tt0287467
nm0000264	tt0095675
nm0000264	tt0101026
nm0000264	tt1189073
nm0000330	tt0077631
nm0000330	tt0198021
nm0000330	tt0120791
nm0000330	tt0108149
nm0000354	tt0119217
nm0000354	tt0134119
nm0000354	tt3659388
nm0000354	tt0407887
nm0000367	tt0103594
nm0000367	tt0099699
nm0000367	tt0099334
nm0000367	tt0120744
nm0000369	tt0375679
nm0000369	tt0129387
nm0000369	tt0097240
nm0000369	tt4003440
nm0000378	tt0119217
nm0000378	tt0496343
nm0000378	tt0112679
nm0000378	tt5592146
nm0000392	tt0084652
nm0000392	tt0081858
nm0000392	tt0108778
nm0000392	tt1754944
nm0000406	tt0031971
