title_id	name_id	role_
tt10255260	nm1476939	
tt10255260	nm1712157	
tt10255260	nm4334410	
tt10255260	nm1670678	
tt10255260	nm4711340	
tt10310318	nm0045119	
tt10310318	nm5012632	
tt10310318	nm3050219	
tt10310318	nm8994245	
tt10310318	nm12650050	
tt10347270	nm13649472	
tt10347270	nm2412054	
tt10347270	nm5876095	
tt10355058	nm6236879	
tt10355058	nm0424035	
tt10355058	nm1591666	
tt10355058	nm4348660	
tt1035997	nm0590298	
tt1035997	nm0111405	
tt1035997	nm0844983	
tt1035997	nm1526347	
tt10360640	nm0477222	
tt10360640	nm0657080	
tt10360640	nm0910709	
tt10360640	nm0947803	
tt10382782	nm6817849	
tt10382782	nm1995105	
tt10382782	nm3072445	
tt10414336	nm0764156	
tt10414336	nm0721287	
tt10448474	nm1421364	
tt10448474	nm2091678	
tt10511664	nm0012476	
tt10511664	nm0162094	
tt10511664	nm0311215	
tt10511664	nm0865945	
tt10542364	nm1728214	
tt10542364	nm0063001	
tt10542364	nm1856080	
tt10542364	nm2580242	
tt10542364	nm0632570	
tt1058898	nm1534954	
tt1058898	nm0094686	
tt1058898	nm0475354	
tt1058898	nm0679516	
tt10629786	nm3772224	
tt10629786	nm8370300	
tt10660118	nm3680658	
tt10660118	nm11718095	
tt10660118	nm4983186	
tt10660118	nm4276694	
tt10700110	nm0026994	
tt10700110	nm0129161	
tt10700110	nm0132455	
tt10700110	nm0171166	
tt10702044	nm1591160	
tt10711068	nm0026994	
tt10711068	nm0000842	
tt10711068	nm0132455	
tt10711068	nm0171166	
tt10734006	nm0066075	
tt10734006	nm0438478	
tt10734006	nm0790858	
tt1074870	nm2517434	
tt1074870	nm1751245	
tt1074870	nm0593147	
tt1074870	nm2110021	
tt1074870	nm1102913	
tt1074870	nm1690002	
tt1074870	nm0664892	
tt1074870	nm1746521	
tt10753060	nm3866466	
tt10753060	nm5014030	
tt10756456	nm0599840	
tt1075856	nm3393716	
tt1075856	nm0350629	
tt1075856	nm3166514	
tt1075856	nm3782988	
tt10776302	nm0063124	
tt10776302	nm0188797	
tt10776302	nm0931292	
tt10776302	nm0146264	
tt10785766	nm10117174	
tt10822460	nm0677838	
tt10827638	nm8692433	
tt10827638	nm8236859	
tt10827638	nm2894638	
tt10827638	nm10145956	
tt1086055	nm0038868	
tt1086055	nm0000489	
tt1086055	nm0909259	
tt1086055	nm0859599	
tt1086055	nm0792605	
tt1086055	nm0001379	
tt1086055	nm0001888	
tt10884952	nm1951175	
tt10884952	nm5550033	
tt10884952	nm5016474	
tt10884952	nm8850464	
tt10887958	nm0156143	
tt10887958	nm1000842	
tt10887958	nm1758949	
tt10887958	nm1098024	
tt10887958	nm0555404	
tt1090402	nm1409956	
tt1090402	nm0174768	
tt1090402	nm0227905	
tt1090402	nm0291785	
tt10919898	nm0035365	
tt10919898	nm9083519	
tt10919898	nm6149848	
tt11006738	nm10419960	
tt11006738	nm2191068	
tt11006738	nm0916563	
tt11014934	nm5438441	
tt11014934	nm3393633	
tt11014934	nm4434202	
tt11016546	nm5388057	
tt11016546	nm1763035	
tt11016546	nm4707241	
tt11016546	nm0799226	
tt11035538	nm7787948	
tt11035538	nm3246201	
tt11035538	nm7172763	
tt1103661	nm1251941	
tt1103661	nm0138966	
tt1103661	nm1354802	
tt1103661	nm0241717	
tt1103661	nm0272581	
tt1103661	nm1378329	
tt1103661	nm1083271	
tt1103661	nm1433641	
tt1103661	nm1088509	
tt1104814	nm0853079	
tt1104814	nm0152615	
tt1104814	nm2258245	
tt1104814	nm0131811	
tt11123436	nm2639935	
tt11123436	nm1875257	
tt11123436	nm2668099	
tt11123436	nm7690349	
tt11139230	nm5796652	
tt11139230	nm5796653	
tt11211296	nm1167594	
tt11211296	nm0451383	
tt11211296	nm0883305	
tt11211296	nm0657184	
tt11211296	nm0348490	
tt11211296	nm0022758	
tt11218428	nm1076584	
tt11218428	nm5618542	
tt11218428	nm1226885	
tt11218428	nm3635481	
tt11268312	nm7395332	
tt11268312	nm3041281	
tt11268312	nm2934306	
tt11268312	nm2486264	
tt11308488	nm11118792	
tt11315594	nm12565240	
tt11317654	nm1273350	
tt11317654	nm2266086	
tt11317654	nm6963175	
tt11317654	nm0639297	
tt11324422	nm0896628	
tt11324422	nm1517561	
tt11324422	nm2521592	
tt11324422	nm0759992	
tt11327514	nm0079273	
tt11327514	nm6096118	
tt11327514	nm0531589	
tt11327514	nm0001872	
tt11386224	nm4115413	
tt11386224	nm4706056	
tt11386224	nm8659018	
tt11409718	nm1417876	
tt11419438	nm4198078	
tt11419438	nm5433872	
tt11419438	nm1632793	
tt11419438	nm3691431	
tt1142952	nm0931354	
tt1142952	nm1518442	
tt1142952	nm3109410	
tt1142952	nm1747011	
tt1142952	nm0640734	
tt1142952	nm0756929	
tt1142952	nm0001846	
tt11448536	nm5278976	
tt11448536	nm8421323	
tt11448536	nm2450386	
tt11448536	nm6044057	
tt11448536	nm4735266	
tt11448536	nm1296124	
tt11448536	nm7877601	
tt11448536	nm1701992	
tt11448536	nm0874339	
tt11448536	nm4914543	
tt11450414	nm8850134	
tt11450414	nm4191651	
tt11450414	nm9868649	
tt11477022	nm0368990	
tt11477022	nm1242387	
tt11477022	nm8727954	
tt11479774	nm0154653	
tt11479774	nm3869065	
tt11479774	nm2117833	
tt11479774	nm1387331	
tt11480682	nm7590642	
tt11480682	nm7812857	
tt11480682	nm5068824	
tt11480682	nm11641028	
tt11482832	nm1320657	
tt11501054	nm1006879	
tt11501054	nm0086984	
tt11519678	nm1155015	
tt11519678	nm6482993	
tt11519678	nm2709512	
tt11519678	nm4651816	
tt11534594	nm3177428	
tt11534594	nm11031480	
tt11534594	nm1940831	
tt11534594	nm2122042	
tt11534594	nm1934452	
tt11563640	nm1972944	
tt11649302	nm9356184	
tt11649302	nm9487192	
tt11675832	nm6334713	
tt11675832	nm3060501	
tt11675832	nm2426242	
tt11675832	nm3221617	
tt11675832	nm9161729	
tt11675832	nm2118834	
tt11675832	nm6283796	
tt11675832	nm5623256	
tt11675832	nm8545864	
tt11675832	nm4111707	
tt11688164	nm10824672	
tt11688164	nm5495638	
tt11688164	nm12358662	
tt11695498	nm0835028	
tt11695498	nm0385668	
tt11695498	nm0570975	
tt11695498	nm0255339	
tt11695498	nm0686029	
tt11695498	nm0394978	
tt11734528	nm0044260	
tt11747434	nm0637680	
tt11747434	nm1970113	
tt11747434	nm0199226	
tt11747434	nm1992638	
tt11747434	nm10688733	
tt11761798	nm10109317	
tt11761798	nm8119219	
tt11766400	nm7395332	
tt11766400	nm5645692	
tt11766400	nm10862251	
tt11767676	nm2434577	
tt11794410	nm0637680	
tt11794410	nm1970113	
tt11794410	nm0199226	
tt11794410	nm1992638	
tt11794410	nm10688733	
tt1181216	nm0534779	
tt1181216	nm0278306	
tt1181216	nm0057368	
tt1181216	nm0183904	
tt1181216	nm0359409	
tt1181216	nm2677135	
tt1181216	nm2799312	
tt1181216	nm0730394	
tt11817944	nm6159120	
tt11817944	nm1675246	
tt11817944	nm0790202	
tt11817944	nm0535295	
tt11817944	nm1459730	
tt11817944	nm0342578	
tt11817944	nm0015531	
tt11817944	nm0947236	
tt11817944	nm1493644	
tt11817944	nm0467021	
tt11825458	nm0159134	
tt11833162	nm8361677	
tt11833162	nm8611397	
tt11833162	nm5387033	
tt11851422	nm6117010	
tt11851422	nm0000967	
tt11851422	nm0171218	
tt11851422	nm0203301	
tt11851422	nm0004872	
tt11851422	nm0235112	
tt11851422	nm0258360	
tt11851422	nm0878951	
tt11851422	nm0910535	
tt11903570	nm0759076	
tt11903570	nm0860441	
tt11903570	nm0172056	
tt11903570	nm0507431	
tt11903688	nm3100875	
tt11903688	nm3100902	
tt11903688	nm3100977	
tt11903700	nm0368333	
tt11903700	nm0951133	
tt11903700	nm0451802	
tt11903700	nm0044293	
tt1192654	nm1643380	
tt1192654	nm1992190	
tt1192654	nm0869978	
tt11938052	nm0759076	
tt11938052	nm0860441	
tt11938052	nm0172056	
tt11938052	nm0507431	
tt11948722	nm6006882	
tt11948722	nm1010797	
tt11948722	nm0408317	
tt11948722	nm2328812	
tt11993120	nm4441747	
tt12052500	nm0782841	
tt12052500	nm0256607	
tt12052500	nm0840642	
tt12052500	nm0463813	
tt12052500	nm1114802	
tt1205862	nm0388681	
tt1205862	nm0434163	
tt1205862	nm2149959	
tt1205862	nm0322139	
tt1205862	nm1450390	
